City,Region,tif_count,Latitude,Longitude,Human Modification
Coquimbo,SOUTH AMERICA,17.94752783,-29.96389384,-71.34485408,0.683728202
Coracora,SOUTH AMERICA,4.287975063,-15.01455395,-73.78590261,0.510164151
Coral Gables,NORTH AMERICA,413.4355357,25.69755002,-80.36472464,0.879704209
Coral Springs,NORTH AMERICA,547.3328772,26.29987935,-80.21379271,0.850866243
Cordoba1,SOUTH AMERICA,369.480518,-31.38340796,-64.20552191,0.827963442
Cordoba2,EUROPE,95.76477643,37.88538103,-4.813851037,0.671085905
Cordoba3,NORTH AMERICA,39.30643809,18.90027906,-96.95693019,0.874801353
Cordova,NORTH AMERICA,1.510272458,60.54804711,-145.7656853,0.382920826
Cork,EUROPE,90.04747634,51.89599273,-8.465662049,0.810127782
Corner Brook,NORTH AMERICA,29.02941279,48.95452393,-57.95420331,0.570781324
Cornwall,NORTH AMERICA,55.68413099,45.04197748,-74.74360068,0.67064697
Coro,SOUTH AMERICA,43.59441315,11.41618465,-69.66754311,0.695455213
Coronel,SOUTH AMERICA,34.49545557,-36.98831598,-73.16338602,0.771755202
Coronel Bogado,SOUTH AMERICA,6.431962597,-27.15713372,-56.24221493,0.513802373
Coronel Oviedo,SOUTH AMERICA,20.72521281,-25.448486,-56.44452643,0.616429167
Coronel Suarez,SOUTH AMERICA,13.5785877,-37.45242994,-61.93249962,0.726194469
Corpus Christi,NORTH AMERICA,144.8689764,27.74797376,-97.41491352,0.811757957
Corrientes,SOUTH AMERICA,68.51071446,-27.48165848,-58.80502503,0.789287687
Corum,ASIA,52.17036328,40.56035046,34.94195109,0.725905689
Corumba,SOUTH AMERICA,32.15981298,-19.01176956,-57.64477192,0.787024908
Corvallis,NORTH AMERICA,47.88238822,44.58092183,-123.2747382,0.748353595
Cotabato,MALAY ARCHIPELAGO,55.02901332,7.222769924,124.2428395,0.595871744
Cotonou,AFRICA,299.5058692,6.428224629,2.43082381,0.838335047
Cottbus,EUROPE,83.61551375,51.76180696,14.3307901,0.740460765
Council Bluffs,NORTH AMERICA,92.19350972,41.26597918,-95.87926447,0.772424474
Courtenay,NORTH AMERICA,23.58386285,49.69189472,-125.0015999,0.636986995
Coventry,EUROPE,226.5480159,52.44359319,-1.503043674,0.817611645
Covilha,EUROPE,19.29588779,40.28465931,-7.504027386,0.797089409
Covington,NORTH AMERICA,489.6353683,39.07208288,-84.59444022,0.741824279
Cowell,AUSTRALIA,1.429325021,-33.67789534,136.9161126,0.534548661
Cowra,AUSTRALIA,9.290612636,-33.82611768,148.6809496,0.662945517
Cozumel,NORTH AMERICA,17.21397222,20.51320659,-86.94548686,0.743161893
Craig,NORTH AMERICA,12.14926268,40.5222977,-107.5551445,0.599713915
Craiova,EUROPE,67.17827601,44.32231425,23.7902459,0.828263202
Cranbourne,AUSTRALIA,297.0665199,-38.04063571,145.1982478,0.868802646
Cranbrook,NORTH AMERICA,27.1571754,49.51798282,-115.7697492,0.538998307
Crateus,SOUTH AMERICA,9.290612638,-5.172122302,-40.670322,0.767824841
Crato,SOUTH AMERICA,95.05011392,-7.232828994,-39.36218587,0.614979775
Crescent City,NORTH AMERICA,13.38203035,41.77321486,-124.2073887,0.694547143
Crestview,NORTH AMERICA,38.59177558,30.75473609,-86.56916547,0.613280205
Criciuma,SOUTH AMERICA,85.04483877,-28.68495263,-49.37142695,0.755335875
Cristalina,SOUTH AMERICA,10.00527515,-16.76524769,-47.61555144,0.76404278
Crookston,NORTH AMERICA,14.29325021,47.77971737,-96.61180223,0.667975371
Crotone,EUROPE,26.41598688,39.09020155,17.10040523,0.78417348
Cruzeiro do Sul,SOUTH AMERICA,17.86656277,-7.619448274,-72.68271687,0.667264923
Cuamba,AFRICA,29.30116294,-14.7913183,36.52748157,0.381152308
Cuauhtemoc,NORTH AMERICA,27.87183792,28.41230581,-106.8627238,0.7128601
Cubal,AFRICA,3.573312555,-13.02898106,14.24124369,0.579495861
Cucuta,SOUTH AMERICA,97.90876396,7.891445948,-72.50232072,0.78535798
Cuddalore,ASIA,1236.093159,11.62816583,79.53425943,0.743651881
Cuenca,SOUTH AMERICA,67.178276,-2.881040719,-78.99484941,0.815532134
Cuencame,NORTH AMERICA,1.429325021,24.87141915,-103.7013106,0.679356057
Cuernavaca,NORTH AMERICA,260.9369946,18.84480693,-99.22775185,0.809874952
Cuevo,SOUTH AMERICA,0.71466251,-20.44956488,-63.52529516,0.539557329
Cuiaba,SOUTH AMERICA,249.4172162,-15.61517512,-56.09728756,0.725424063
Culiacan,NORTH AMERICA,132.2125645,24.80749147,-107.4084644,0.802665924
Cumana,SOUTH AMERICA,40.77523927,10.45595653,-64.16567544,0.783198893
Cumberland,NORTH AMERICA,20.72521281,39.6469086,-78.76530536,0.74704448
Curanilahue,SOUTH AMERICA,9.29061264,-37.47330983,-73.34819777,0.571217094
Curepipe,AFRICA,65.14942264,-20.2829284,57.49725333,0.679713168
Curico,SOUTH AMERICA,28.58650043,-34.96877236,-71.22964097,0.805186596
Curitiba,SOUTH AMERICA,782.2932243,-25.44519543,-49.24367038,0.771823988
Curvelo,SOUTH AMERICA,18.58122528,-18.75271697,-44.43845312,0.699832164
Cusco,SOUTH AMERICA,48.59705073,-13.51665446,-71.96517456,0.72200712
Cutral Co,SOUTH AMERICA,32.15981298,-38.92988104,-69.21795361,0.569882436
Cuttack,ASIA,8421.716931,20.6028246,86.08727964,0.691520244
Cyangugu,AFRICA,567.2954031,-2.620846453,29.03789562,0.535192141
Da Lat,ASIA,64.31962596,11.96812545,108.4375092,0.754193165
Da Nang,ASIA,282.3477896,15.95417129,108.197461,0.795654665
Daan,ASIA,22.15453783,45.49783119,124.2782022,0.788103127
Dabou,AFRICA,15.00791273,5.331325078,-4.379813659,0.769172271
Daegu,ASIA,395.9230309,35.87060453,128.6405889,0.776127694
Daejeon,ASIA,271.571754,36.37235688,127.3744055,0.768218874
Dagupan,MALAY ARCHIPELAGO,1648.571335,15.95840245,120.4815749,0.693253154
Dakar,AFRICA,247.9739876,14.74767826,-17.33049608,0.851972464
Dalandzadgad,ASIA,8.575950134,43.572809,104.4201924,0.447870816
Dalby,AUSTRALIA,9.290612641,-27.17905949,151.2581624,0.694260077
Dalhart,NORTH AMERICA,8.575950127,36.0656637,-102.521926,0.73984546
Dali1,ASIA,1346.036441,34.74804907,109.8917303,0.746538211
Dali2,ASIA,82.44445865,25.76270041,100.1446353,0.725168566
Dalian,ASIA,461.8981602,38.99984542,121.6480479,0.846225103
Dallas,NORTH AMERICA,3301.589614,32.83638886,-96.97349409,0.835835356
Dalnegorsk,ASIA,7.861287611,44.55658923,135.508443,0.461026639
Dalnerechensk,ASIA,15.72257523,45.93389691,133.7310056,0.524522009
Daloa,AFRICA,27.1571754,6.885220153,-6.449768718,0.84956883
Dalton,NORTH AMERICA,81.47152622,34.7636458,-84.97357098,0.712604915
DamanhÌÈr,AFRICA,177.9509652,31.07359015,30.39456032,0.842700314
Damascus,ASIA,703.942573,33.48443005,36.28144811,0.757886406
Dandong,ASIA,148.989577,40.16246558,124.3625502,0.703279569
Dangriga,NORTH AMERICA,1.429325023,16.97165706,-88.22636474,0.543225792
Danjiangkou,ASIA,0.714662511,32.52554778,111.4906696,0.635380086
Danville,NORTH AMERICA,58.60232588,36.59550136,-79.41829065,0.727383198
Daqing,ASIA,408.7869561,46.59205066,124.9596174,0.7063789
Dar es Salaam,AFRICA,176.0497979,-6.828945737,39.23395357,0.876410226
Darnah,AFRICA,15.55966856,32.76215405,22.63634739,0.761364118
Darregueira,SOUTH AMERICA,5.002637573,-37.68537687,-63.167726,0.601982227
Darwin,AUSTRALIA,50.77604712,-12.40188377,130.8697306,0.808410431
Dasoguz,ASIA,72.89557609,41.856819,59.93442422,0.669497884
Datong,ASIA,291.5823044,40.06454915,113.2473391,0.859911295
Daugavpils,EUROPE,54.31435081,55.88421795,26.5171154,0.671290053
Dauphin,NORTH AMERICA,15.00791273,51.15538286,-100.0554373,0.697424028
Davangere,ASIA,67.178276,14.47373035,75.92221623,0.780912403
Davao,MALAY ARCHIPELAGO,246.8771717,7.134391135,125.5649497,0.696449622
Davenport,NORTH AMERICA,256.5638413,41.52122696,-90.53532853,0.770055885
David,SOUTH AMERICA,35.01846302,8.425285684,-82.43510726,0.683262589
Dawei,ASIA,23.58386285,14.09324475,98.20100083,0.618911771
Dawmat al Jandal,ASIA,11.43460017,29.81257683,39.85607506,0.567151794
Dawson Creek,NORTH AMERICA,18.58122528,55.76048114,-120.2405197,0.657720015
Dayr az Azwr,ASIA,48.59705072,35.33569647,40.1547667,0.671315074
Dayton,NORTH AMERICA,610.3217841,39.75122585,-84.17501801,0.76428976
Daytona Beach,NORTH AMERICA,206.8523165,29.20235439,-81.04845969,0.790544577
De Aar,AFRICA,11.43460017,-30.65111266,24.01731716,0.661805932
Debre Birhan,AFRICA,600.6404341,9.630252019,39.30063985,0.634668798
Debre Markos,AFRICA,22.15453783,10.34375314,37.72609725,0.672138171
Debrecen,EUROPE,84.33017626,47.53136307,21.63553825,0.797191926
Decatur,NORTH AMERICA,76.46888865,39.87389145,-88.95587925,0.792236537
Deer Lake,NORTH AMERICA,7.861287619,49.18518134,-57.43246329,0.552268677
Dehibat,AFRICA,2.143987532,32.01227335,10.69661287,0.435864792
Dehra Dun,ASIA,484.206744,30.38262559,77.88943785,0.719740441
Del Rio,NORTH AMERICA,29.30116294,29.38102587,-100.9062348,0.651572288
Delano,NORTH AMERICA,24.29852537,35.77105346,-119.2482478,0.707455323
Delhi,ASIA,34160.85549,29.29560086,77.67482833,0.752412857
Delicias,NORTH AMERICA,35.02128736,28.20322826,-105.4727603,0.801701975
Demba,AFRICA,6.431962597,-5.489728638,22.26211344,0.793944688
Dembi Dolo,AFRICA,5.002637575,8.530716219,34.79438986,0.456613875
Deming,NORTH AMERICA,17.15190026,32.265146,-107.7607759,0.589451528
Dengzhou,ASIA,4200.071064,32.73768011,112.0062141,0.72692116
Deniliquin,AUSTRALIA,5.002637572,-35.52804771,144.9516454,0.671846509
Denizli,ASIA,122.9219518,37.79295478,29.08790284,0.811400352
Denow,ASIA,190.8148904,38.27108575,67.88625082,0.747977074
Denpasar,MALAY ARCHIPELAGO,68.09012678,-8.648203673,115.2299227,0.844225426
Denton,NORTH AMERICA,120.9722074,33.19394789,-97.11005584,0.781718022
Denver,NORTH AMERICA,1454.264667,39.73612195,-104.989101,0.806392191
Dera Ghazi Khan,ASIA,1309.13254,29.90857376,70.61965219,0.779376131
Dera Ismail Khan,ASIA,370.2278506,31.95678208,70.92580897,0.765670318
Derbent,EUROPE,25.64329389,42.06787811,48.28704157,0.548045972
Derzhavinsk,ASIA,12.14926269,51.11206831,66.31407074,0.508707824
Des Moines,NORTH AMERICA,350.8992928,41.61917411,-93.66403495,0.717743087
Desaguadero,SOUTH AMERICA,3.573312554,-16.56310754,-69.0444634,0.571671631
Dese,AFRICA,52.17036328,11.17736294,39.66155179,0.538987956
Detroit,NORTH AMERICA,3371.876441,42.47211373,-83.1993487,0.798090351
Devils Lake,NORTH AMERICA,12.14926268,48.11682503,-98.86501531,0.620265847
Devonport,AUSTRALIA,19.29588779,-41.1812692,146.3569379,0.693436463
Deyang,ASIA,4490.216209,31.02447675,104.5143143,0.750824297
Dezful,ASIA,78.61287618,32.41401403,48.378415,0.682518752
Dezhou,ASIA,3259.270251,37.65340174,116.2462694,0.776593649
Dhaka,ASIA,45625.62843,24.45961066,90.23060264,0.755376731
Dhamar,ASIA,101.4820765,14.63241802,44.36045516,0.640372053
Dhanbad,ASIA,8750.384017,23.90349336,86.59933055,0.66103717
Dhule,ASIA,134.356552,20.93410318,74.78385131,0.721787858
Diamantina,SOUTH AMERICA,5.717300085,-18.24017976,-43.60627745,0.606278835
Dibaya,AFRICA,0.71466251,-6.515383099,22.8581782,0.35796444
Dibrugarh,ASIA,60.0316509,27.47310937,94.93421437,0.647303289
Dickinson,NORTH AMERICA,21.43987532,46.89343744,-102.7946894,0.685530084
Dieppe,EUROPE,39.97282239,49.9182788,1.095152974,0.71131701
Diffa,AFRICA,7.146625108,13.31788029,12.60311746,0.769293011
Digby,NORTH AMERICA,4.925841133,44.62592281,-65.76561481,0.534408939
Dijon,EUROPE,112.9166767,47.31959243,5.047963988,0.845811267
Dila,AFRICA,2397.309534,6.617589598,38.47428977,0.607464217
Dili,MALAY ARCHIPELAGO,21.83815804,-8.554749692,125.5605421,0.795024571
Dillingham,NORTH AMERICA,1.926208455,59.0498322,-158.4716774,0.409132205
Dillon,NORTH AMERICA,6.431962597,45.22244896,-112.6368795,0.607607007
Dilolo,AFRICA,5.717300086,-10.67843053,22.33692244,0.722956514
Dimbokro,AFRICA,8.575950128,6.654091313,-4.711233759,0.822181484
Dimitrovgrad,EUROPE,50.02637574,54.23153914,49.59121311,0.839872003
Dindigul,ASIA,1804.972589,10.64691397,77.84911305,0.623567299
Dingzhou,ASIA,4444.948155,38.40428955,115.0419842,0.770877921
Diourbel,AFRICA,24.29852536,14.65912281,-16.23861256,0.795444959
Dire Dawa,AFRICA,35.01846302,9.624140006,41.84752998,0.62604408
Dirj,AFRICA,0.714662511,30.16677861,10.45740129,0.604330929
Divinopolis,SOUTH AMERICA,87.18882631,-20.14057028,-44.89296494,0.741359637
Diyarbakir,ASIA,99.33808899,37.93708269,40.18061694,0.809377345
Djambala,AFRICA,5.717300085,-2.542111754,14.75809496,0.380747048
Djanet,AFRICA,0.714662511,24.55855559,9.481864671,0.546419929
Djelfa,AFRICA,38.59177558,34.67769607,3.25656981,0.731526873
Djenne,AFRICA,1.429325023,13.90965183,-4.562856531,0.591886682
Djibouti,AFRICA,34.20738875,11.57458775,43.12359532,0.62218641
Djougou,AFRICA,12.86392519,9.707939978,1.659616372,0.651258022
Dnipropetrovsk,EUROPE,289.9768194,48.47597848,35.00221494,0.833544045
Doba,AFRICA,7.146625105,8.663018525,16.84909638,0.663371094
Dobrich,EUROPE,21.43987532,43.57863606,27.82457276,0.837588508
Dodge City,NORTH AMERICA,25.01318788,37.76504136,-100.0245403,0.734231288
Dodoma,AFRICA,46.4530632,-6.157291847,35.74256528,0.730653704
Doha,ASIA,248.6560372,25.28607991,51.46348889,0.775487713
Dolbeau,NORTH AMERICA,18.58122528,48.88919671,-72.22920011,0.6126915
Dolinsk,ASIA,9.290612639,47.33244125,142.7879982,0.438627768
Dolo Bay,AFRICA,11.43460018,4.201343233,42.04515604,0.316560621
Dolores,SOUTH AMERICA,15.00791272,-36.30668523,-57.68545312,0.70423447
Dombarovskiy,ASIA,6.431962595,50.76779887,59.53707053,0.491217868
Dondo1,AFRICA,17.86656276,-19.6086919,34.73461991,0.522934033
Dondo2,AFRICA,2.143987531,-9.679803605,14.41871812,0.684380787
Donegal,EUROPE,5.002637573,54.65600916,-8.114914953,0.596074289
Donetsk,EUROPE,558.1514208,48.00884746,37.82787703,0.792405381
Dong Hoi,ASIA,101.774788,17.50787931,106.5453232,0.609923723
Dongola,AFRICA,3.573312553,19.18444687,30.46799824,0.452080377
Dortmund,EUROPE,1165.081489,51.50879714,7.485199155,0.803965044
Dosso,AFRICA,10.71993766,13.05601809,3.193315303,0.764732574
Dothan,NORTH AMERICA,87.18882631,31.23220568,-85.41715679,0.676254558
Douala,AFRICA,109.5612569,4.059867684,9.720238023,0.874350357
Douglas1,NORTH AMERICA,21.43987532,31.50596255,-82.85888122,0.628362981
Douglas2,NORTH AMERICA,10.71993766,42.76178797,-105.3890551,0.598407433
Douglas3,EUROPE,19.29354793,54.16943273,-4.486991066,0.757724476
Douglas4,NORTH AMERICA,18.21013445,31.35300857,-109.5412122,0.615106277
Dourados,SOUTH AMERICA,60.0316509,-22.2274506,-54.80162417,0.711641581
Dover1,NORTH AMERICA,91.47680138,39.1558581,-75.5353958,0.763088637
Dover2,EUROPE,31.21494424,51.14678681,1.29230496,0.76342313
Drammen,EUROPE,114.4354336,59.75984469,10.07246354,0.73120213
Dresden,EUROPE,488.1144948,51.06256636,13.71674671,0.768219555
Drobeta-Turnu Severin,EUROPE,25.86240555,44.63163073,22.64142049,0.75205081
Drogheda,EUROPE,21.43987532,53.71887088,-6.353265488,0.821435904
Drohobych,EUROPE,65.74895098,49.32943072,23.51773209,0.735738034
Drummondville,NORTH AMERICA,57.17300086,45.87462798,-72.49824007,0.764224531
Dryden,NORTH AMERICA,12.86392519,49.78665305,-92.84179203,0.634139267
Dubayy,ASIA,374.7426327,25.27646324,55.37183045,0.759387161
Dubbo,AUSTRALIA,40.0211006,-32.2405174,148.6248783,0.633924436
Dublin1,NORTH AMERICA,38.59177557,32.5430689,-82.92094368,0.627457379
Dublin2,EUROPE,483.6821064,53.33468952,-6.285084469,0.826488161
Dubrovnik,EUROPE,21.00993901,42.66457542,18.09352794,0.637392984
Dubuque,NORTH AMERICA,59.31698839,42.51010597,-90.7043117,0.711948256
Dudinka,ASIA,15.72257523,69.40944212,86.19813026,0.375532633
Duisburg,EUROPE,691.4513396,51.45200534,6.700270838,0.841766665
Duitama,SOUTH AMERICA,15.72257524,5.825164442,-73.03159086,0.731538781
Duluth,NORTH AMERICA,79.83815446,46.81066325,-92.1205289,0.689180876
Duma,ASIA,145.7995998,33.55299489,36.42524306,0.810304024
Dumas,NORTH AMERICA,12.86392519,35.86902138,-101.9726785,0.743438152
Dumfries,EUROPE,33.589138,55.07680252,-3.613794006,0.728304474
Dumyat,AFRICA,232.1847959,31.3540245,31.72740583,0.814927293
Dund-Us,ASIA,10.71993766,48.0038535,91.63785135,0.519535677
Dundalk,EUROPE,29.94904741,53.99878419,-6.398036014,0.755932683
Dundee,EUROPE,88.59724125,56.48144197,-2.959327644,0.772819884
Dundo,AFRICA,11.43460017,-7.380489813,20.82039486,0.67773106
Dunedin,POLYNESIA,60.37018889,-45.8835179,170.4891373,0.727302239
Dunhua,ASIA,52.88502578,43.36510993,128.2282391,0.846910163
Dunhuang,ASIA,53.5996883,40.13839948,94.62768293,0.694570494
Duque de Caxias,SOUTH AMERICA,329.5902607,-22.76087532,-43.32971004,0.869562916
Durango1,NORTH AMERICA,79.32753869,24.03902234,-104.6532349,0.778970429
Durango2,NORTH AMERICA,24.29852536,37.28494191,-107.875868,0.56896785
Durazno,SOUTH AMERICA,13.5785877,-33.38234829,-56.52742427,0.783466241
Durban,AFRICA,529.4228114,-29.83044644,30.93298425,0.834228148
Durham,NORTH AMERICA,343.7526676,35.9723763,-78.93855623,0.687530313
Durres,EUROPE,39.32096123,41.32731092,19.47420566,0.819206882
Dushanbe,ASIA,440.9467691,38.54767427,68.85990612,0.657422795
Dyatkovo,EUROPE,25.01318787,53.60438289,34.33494535,0.58366263
Dzaoudzi,AFRICA,5.002637572,-12.78510162,45.27038533,0.726916594
Dzerzhinsk,EUROPE,172.9483276,56.2543435,43.50026421,0.797333454
Dzhankoy,EUROPE,30.01582545,45.71652529,34.38892056,0.740532131
Dzuunharaa,ASIA,13.5785877,48.8553801,106.4554607,0.415871374
DÌùsseldorf,EUROPE,2558.999379,51.38354846,6.838899247,0.832443505
Eagle,NORTH AMERICA,0.714662511,64.79275587,-141.2007488,0.157186073
Eagle Pass,NORTH AMERICA,35.83363364,28.71531852,-100.4919387,0.704219552
East London,AFRICA,152.0315837,-32.96516093,27.82585733,0.722931736
Eastmain,NORTH AMERICA,1.429281402,52.23848015,-78.52160775,0.305017575
Eau Claire,NORTH AMERICA,88.61815133,44.81541965,-91.48841379,0.767863905
Ebolowa,AFRICA,10.71993766,2.91098469,11.14403004,0.4795421
Echuca,AUSTRALIA,12.86392519,-36.12057477,144.7485267,0.728694028
Ed Damazin,AFRICA,24.78914388,11.80022547,34.35068132,0.657655208
Ed Dueim,AFRICA,15.20579396,14.00772067,32.29967326,0.674206661
EdDamer,AFRICA,12.14926268,17.59578687,33.96317229,0.551935719
Edea,AFRICA,5.717300084,3.799513908,10.12278088,0.784765061
Edinburg,NORTH AMERICA,462.3866444,26.23712936,-98.20492108,0.701056496
Edinburgh,EUROPE,255.438604,55.92681221,-3.186580838,0.780803956
Edirne,EUROPE,32.87447549,41.67835195,26.55728543,0.810385557
Edmonton,NORTH AMERICA,495.9757824,53.54845849,-113.5093809,0.810939258
Edmundston,NORTH AMERICA,32.87447549,47.39340982,-68.3579483,0.625600805
Egilsstadir,NORTH AMERICA,5.002637575,65.27154407,-14.40350111,0.378832357
Eindhoven,EUROPE,187.2415778,51.45650405,5.468884933,0.839721233
Eirunepe,SOUTH AMERICA,10.71993766,-6.648815892,-69.87668892,0.515785673
Ekibastuz,ASIA,33.589138,51.73124893,75.31819966,0.647800356
El Alamein,AFRICA,2.858650042,30.83256344,28.95601644,0.40030995
El Arish,AFRICA,23.58386285,31.12437184,33.81309485,0.583974618
El Banco,SOUTH AMERICA,13.5785877,9.006612915,-73.96824965,0.522646464
El Bayadh,AFRICA,12.14926268,33.68730819,1.009374821,0.681942753
El Calafate,SOUTH AMERICA,7.861287616,-50.33362099,-72.26810365,0.481261064
El Carmen de Bolivar,SOUTH AMERICA,8.57595013,9.724292155,-75.12500909,0.610486707
El Centro,NORTH AMERICA,31.44515047,32.79526976,-115.5693235,0.696071524
El Daba,AFRICA,5.717300086,31.02957945,28.44061809,0.47192389
El Dorado1,NORTH AMERICA,30.73048796,33.21810864,-92.66956398,0.633391563
El Dorado2,SOUTH AMERICA,2.143987531,6.719659491,-61.63917739,0.381045962
El Faiyum,AFRICA,202.964153,29.33327356,30.84192848,0.829351707
El Fasher,AFRICA,37.87711307,13.62389276,25.34751618,0.706072072
El Fuerte,NORTH AMERICA,3.573312555,26.42104668,-108.6240107,0.789663848
El Giza,AFRICA,680.2387427,29.9220921,31.19315612,0.859893227
El Golea,AFRICA,11.43460017,30.59704706,2.8776623,0.64817557
El Jadida,AFRICA,40.09185364,33.2359452,-8.504154191,0.825922751
El Kef,AFRICA,15.00791272,36.17588666,8.699446444,0.725911334
El Kharga,AFRICA,17.15190026,25.45299495,30.54312586,0.6904303
El Maiten,SOUTH AMERICA,5.717300088,-42.03778991,-71.1743897,0.38847063
El Manaqil,AFRICA,27.1571754,14.26033312,32.98619539,0.673296277
El Mansura,AFRICA,251.5612038,31.04006128,31.42995245,0.839475241
El Manteco,SOUTH AMERICA,2.143987533,7.353441159,-62.54240445,0.405637541
El Minya,AFRICA,123.1544154,28.02194528,30.78611035,0.847636248
El Obeid,AFRICA,47.1677257,13.18866728,30.22129602,0.760192478
El Oued,AFRICA,50.02637574,33.35276672,6.869460023,0.583252956
El Paso,NORTH AMERICA,664.6361349,31.75233411,-106.417072,0.782437931
El Qasr,AFRICA,2.143987532,25.69767374,28.87656346,0.333825429
El Suweis,AFRICA,62.66337129,29.97545566,32.51679957,0.738421517
El Tigre,SOUTH AMERICA,75.03956363,8.900226725,-64.22768018,0.549480588
El Tur,AFRICA,4.287975064,28.24272617,33.61960787,0.40340563
Elazig,ASIA,52.88502579,38.67219886,39.20262237,0.744856013
Elbasan,EUROPE,31.44515047,41.11652459,20.09479059,0.730586818
Elblag,EUROPE,45.02373818,54.17236884,19.407158,0.740849655
Eldama Ravine,AFRICA,16.43723774,0.038514669,35.7149592,0.711749848
Eldorado,NORTH AMERICA,5.717997994,24.32984429,-107.3699238,0.816997869
Eldoret,AFRICA,84.33017626,0.522904244,35.27293376,0.807800249
Elgin,NORTH AMERICA,381.6667554,42.11434113,-88.30570265,0.785140521
Elista,EUROPE,26.44251289,46.31630479,44.25418338,0.671787954
Elk,EUROPE,27.1571754,53.82677581,22.35865489,0.748977356
Elkhart,NORTH AMERICA,211.822663,41.66850031,-85.95414277,0.746303984
Elko,NORTH AMERICA,25.01318787,40.844931,-115.7693323,0.580490791
Elmira,NORTH AMERICA,66.46361349,42.12653136,-76.82535448,0.706631139
Ely1,NORTH AMERICA,6.431962596,39.25452307,-114.8830639,0.513633934
Ely2,NORTH AMERICA,5.717300085,47.90602578,-91.8621579,0.620927826
Embi,ASIA,5.002637572,48.83222592,58.13702935,0.557466676
Embu,AFRICA,14.29325021,-0.536254388,37.45117123,0.632162683
Emden,EUROPE,47.1677257,53.37167195,7.19340081,0.756593714
Emerald,AUSTRALIA,15.00791272,-23.52103227,148.154654,0.622845756
Emmonak,NORTH AMERICA,0.714662511,62.79295327,-164.5252428,0.233841879
Emporia,NORTH AMERICA,25.72785039,38.41544856,-96.19799567,0.7685487
En Nuhud,AFRICA,13.5785877,12.6913765,28.41973256,0.528080988
Encarnacion,SOUTH AMERICA,108.5401271,-27.34472254,-55.88969415,0.667670081
Ende,MALAY ARCHIPELAGO,8.575950123,-8.839263945,121.6486201,0.6044818
Engels,EUROPE,66.4636135,51.48382701,46.11923941,0.901158769
Enid,NORTH AMERICA,52.88502579,36.40850009,-97.89867071,0.769664583
Ensenada,NORTH AMERICA,64.93035285,31.85084032,-116.60233,0.73183612
Entebbe,AFRICA,49.68777731,0.119295513,32.50402024,0.679842976
Enterprise,NORTH AMERICA,30.73048796,31.33086927,-85.84584627,0.653294069
Enugu,AFRICA,3370.561534,6.569454769,7.761676257,0.606110468
Er Rachidia,AFRICA,45.02373818,31.93887001,-4.431233237,0.660426468
Erechim,SOUTH AMERICA,36.44778804,-27.638304,-52.27187553,0.715954493
Eregli,ASIA,42.87975064,37.51141697,34.0519782,0.649970581
Erenhot,ASIA,15.00791272,43.65545358,111.9908314,0.609011926
Erfurt,EUROPE,102.196739,50.98780395,11.02906183,0.841226982
Ergun Zuoqi,ASIA,31.44515047,50.79290861,121.5323694,0.461708268
Erie,NORTH AMERICA,149.7374946,42.10933061,-80.08694245,0.788001794
Ermoupoli,EUROPE,3.399672029,37.44342327,24.93166571,0.761527345
Ertis,ASIA,12.14926268,53.33791854,75.45255701,0.50558947
Erymentau,ASIA,13.5785877,51.62901173,73.10231105,0.393871334
Erzincan,ASIA,62.89030094,39.75217805,39.4821268,0.709634179
Erzurum,ASIA,53.5996883,39.9158974,41.25550785,0.715943398
Esbjerg,EUROPE,67.02310884,55.50186589,8.43939702,0.811570787
Escanaba,NORTH AMERICA,19.75020162,45.75497548,-87.0825358,0.741464106
Escuinapa,NORTH AMERICA,3.573312555,22.83857166,-105.7820454,0.788684528
Escuintla,NORTH AMERICA,34.30380051,14.29228607,-90.78675224,0.643404307
Eseka,AFRICA,2.858650044,3.650370642,10.77157802,0.569035226
Esik,ASIA,29.30116294,43.35972927,77.46705552,0.462495698
Esil,ASIA,7.146625108,51.95875607,66.39921992,0.593534015
Eskisehir,ASIA,91.47680136,39.78006056,30.53073929,0.821271229
Esmeraldas,SOUTH AMERICA,27.8593314,0.947630383,-79.67022632,0.684774992
Esperance,AUSTRALIA,12.83898802,-33.84362318,121.8866559,0.594960264
Esperanza,NORTH AMERICA,2.143987532,27.59259993,-109.9334577,0.818602083
Espungabera,AFRICA,0.714662511,-20.44956488,32.76516867,0.387365469
Esquel,SOUTH AMERICA,13.5785877,-42.9058793,-71.32319275,0.513627094
Essen,EUROPE,788.7493411,51.52223288,7.058464346,0.848000803
Estancia,SOUTH AMERICA,17.86656277,-11.25021239,-37.43958569,0.592059004
Esteli,NORTH AMERICA,13.57858771,13.09471573,-86.36134917,0.714337849
Etawah,ASIA,4650.767251,27.05410508,79.15725985,0.732705942
Eugene,NORTH AMERICA,198.676178,44.06515643,-123.0862061,0.801896774
Eumseong,ASIA,4.287975063,36.93290741,127.6859298,0.74166139
Eureka,NORTH AMERICA,39.30643809,40.78362489,-124.163034,0.656488706
Evanston,NORTH AMERICA,587.4275752,42.05375278,-87.82035789,0.878351729
Evansville,NORTH AMERICA,189.3855653,37.99159977,-87.51698516,0.754079335
Everett,NORTH AMERICA,432.9771011,47.84739783,-122.2290366,0.786246944
Ewo,AFRICA,8.575950129,-0.877269958,14.81282809,0.447760934
Exeter,EUROPE,65.03428847,50.72346492,-3.5130326,0.800588723
