City,Region,tif_count,Latitude,Longitude,Brightness
Cacolo,AFRICA,1.000000799,-10.14166667,19.25833334,0.000433568
Cadillac,NORTH AMERICA,26.00002079,44.2599359,-85.41538461,0.657644128
Cadiz1,EUROPE,336.0002688,12.12046131,117.1720982,0.191406884
Cadiz2,EUROPE,336.0002688,12.12046131,117.1720982,0.191406884
Caen,EUROPE,253.0002024,49.20777338,-0.349637678,1.738671353
Cafayate,SOUTH AMERICA,6.0000048,-26.06527778,-65.98194444,0.315803915
Cagayan de Oro,MALAY ARCHIPELAGO,98.00007842,8.468877549,124.6313776,0.690262689
Cagliari,AFRICA,169.0001352,39.24714004,9.158727814,2.216946422
Cahul,EUROPE,27.00002159,45.90925926,28.19320988,0.174481481
Caibarien,NORTH AMERICA,12.0000096,22.51805555,-79.47777777,0.270250656
Caico,SOUTH AMERICA,10.000008,-6.455833335,-37.1,1.157504293
Cairns,AUSTRALIA,74.00005921,-16.92376126,145.7355856,0.985693039
Cairo,AFRICA,6631.005305,30.40395868,31.24154477,3.553107491
Cajabamba,SOUTH AMERICA,4.000003202,-7.616666668,-78.04791666,0.03010475
Cajamarca,SOUTH AMERICA,53.0000424,-7.152515725,-78.49732704,0.251144905
Calabar,AFRICA,90.000072,4.968333332,8.321018522,0.370364945
Calabozo,SOUTH AMERICA,43.0000344,8.926162789,-67.42674418,1.72718943
Calais1,NORTH AMERICA,1.0000008,45.16666666,-67.25,0.187169962
Calais2,EUROPE,101.0000808,50.94752475,1.862458749,2.580531335
Calama,SOUTH AMERICA,32.0000256,-22.44895834,-68.92734375,0.913663394
Calarasi,EUROPE,62.0000496,44.21034946,27.35389785,0.659922754
Calbayog,MALAY ARCHIPELAGO,17.0000136,12.07696078,124.5887255,0.087930779
Calbuco,SOUTH AMERICA,3.000002401,-41.75277778,-73.15277777,0.169993177
Calcutta,ASIA,67652.04081,22.92876091,87.74498945,0.249418211
Caldera,SOUTH AMERICA,7.000005598,-27.06428572,-70.82380952,0.531969465
Caldwell,NORTH AMERICA,177.0001416,43.60451977,-116.6029661,1.284161667
Calgary,NORTH AMERICA,758.0006064,51.04293096,-114.0748241,4.354103163
Cali,SOUTH AMERICA,273.0002184,3.441178265,-76.51858974,2.768495481
Callao,SOUTH AMERICA,58.44923266,-12.02962721,-77.12235823,4.019079375
Caloundra,AUSTRALIA,55.95302859,-26.77966128,153.1128442,0.605372952
Calucinga,AFRICA,1.0000008,-11.31666667,16.19166667,0
Calulo,AFRICA,2.0000016,-9.991666668,14.89583334,0.110215565
Cam Pha,ASIA,28.0000224,21.05952381,107.3252976,0.640884139
Cam Ranh,ASIA,10.000008,11.90333333,109.2183333,0.168135053
Camabatela,AFRICA,3.000002397,-8.183333335,15.36666667,0.039071171
Camacupa,AFRICA,7.000005597,-12.01904762,17.46666667,0.049815727
Camaguey,NORTH AMERICA,95.000076,21.39245614,-77.91798245,0.862479777
Camana,SOUTH AMERICA,34.0000272,-16.60122549,-72.72083333,0.155430046
Camaqua,SOUTH AMERICA,28.0000224,-30.85089286,-51.81220238,0.888185298
Cameta,SOUTH AMERICA,1.0000008,-2.241666668,-49.51666666,1.035456164
Camiri,SOUTH AMERICA,8.000006399,-20.034375,-63.52604166,0.193324735
Camocim,SOUTH AMERICA,9.000007205,-2.896296298,-40.85092592,0.7444971
Campana,SOUTH AMERICA,35.000028,-34.1752381,-58.95642857,4.046622965
Campbell River,NORTH AMERICA,42.0000336,50.01190476,-125.2519841,0.661639417
Campeche,NORTH AMERICA,42.0000336,19.84305555,-90.52380952,3.049667075
Campina Grande,SOUTH AMERICA,187.0001496,-7.175846704,-35.88712121,0.777054558
Campinas,SOUTH AMERICA,803.4891655,-22.9169029,-47.10831727,2.715900074
Campo Belo,SOUTH AMERICA,29.0000232,-20.88189655,-45.2775862,0.372386891
Campo Grande,SOUTH AMERICA,307.0002456,-20.46712812,-54.62193268,2.711041852
Campo Maior,SOUTH AMERICA,9.000007199,-4.824074076,-42.17777777,0.779735114
Campo Murao,SOUTH AMERICA,48.0000384,-24.02916667,-52.38142361,1.03776099
Campoalegre,SOUTH AMERICA,17.0000136,2.704411763,-75.3245098,0.163558334
Campos,SOUTH AMERICA,118.0000944,-21.75466102,-41.32189265,2.298790087
Camrose,NORTH AMERICA,20.000016,53.02083333,-112.8358333,1.223689234
Can Tho,ASIA,854.7634592,9.970200353,105.6843093,0.190814111
Canakkale,ASIA,36.0000288,40.15578704,26.4175926,1.446467785
Cananea,NORTH AMERICA,19.0000152,30.99166666,-110.2916667,0.561295198
Canas,SOUTH AMERICA,11.0000088,10.42651515,-85.09772727,0.456889285
Canatlan,NORTH AMERICA,6.0000048,24.52916666,-104.7791667,0.072147019
Canberra,AUSTRALIA,358.0002864,-35.30870577,149.0905726,1.047871535
Cancun,NORTH AMERICA,93.0000744,21.1532258,-86.84659498,3.166581709
Canela,SOUTH AMERICA,41.0000328,-29.3597561,-50.84268292,0.745576709
Cangamba,AFRICA,2.0000016,-13.70416667,19.85833334,0
Cangzhou,ASIA,2520.264772,38.49948096,116.6253131,0.353434136
Caninde,SOUTH AMERICA,8.000006398,-4.354166668,-39.31770833,0.973722611
Canoas,SOUTH AMERICA,397.6872906,-29.91400211,-51.1103296,3.774772857
Canoinhas,SOUTH AMERICA,30.000024,-26.175,-50.39555555,0.339746849
Canton,NORTH AMERICA,425.3528146,40.8365084,-81.41629609,2.405237205
Cap-Chat,NORTH AMERICA,3.000002402,49.1,-66.69166666,0.211949797
Cap-Haitien,SOUTH AMERICA,132.0001056,19.69324495,-72.21666666,0.051126962
Capanema,SOUTH AMERICA,21.0000168,-1.18293651,-47.18809523,0.643395379
Cape Coast,AFRICA,69.0000552,5.145289853,-1.267028982,0.500967778
Cape Coral,NORTH AMERICA,228.2257247,26.62758353,-81.98672893,1.849665961
Cape Dorset,NORTH AMERICA,1.0000008,64.23333333,-76.55,0.374146578
Cape Girardeau,NORTH AMERICA,65.000052,37.31884615,-89.55666666,2.093251365
Cape Town,AFRICA,761.0006088,-33.95041612,18.55367937,4.230265118
Capitol Hill,MICRONESIA,40.000032,15.17270833,145.7191667,0.337090867
Caracarai,SOUTH AMERICA,15.000012,1.828888887,-61.135,0.57329275
Caracas,SOUTH AMERICA,440.000352,10.44765151,-66.93715909,2.255665922
Carahue,SOUTH AMERICA,6.0000048,-38.70416667,-73.16666666,0.20056498
Caratinga,SOUTH AMERICA,24.0000192,-19.77673611,-42.14305555,0.466612769
Carazinho,SOUTH AMERICA,35.000028,-28.28928572,-52.795,0.641297417
Carbondale,NORTH AMERICA,38.0000304,37.72543859,-89.22697368,1.762982184
Cardiff,EUROPE,542.0004336,51.57667589,-3.312007992,1.242803853
Carhue,SOUTH AMERICA,11.0000088,-37.17424243,-62.76363636,0.795704672
Carlisle,EUROPE,85.00006799,54.89901961,-2.940588232,0.784353447
Carlsbad,NORTH AMERICA,42.0000336,32.42638889,-104.2400794,0.908828035
Carmelo,SOUTH AMERICA,11.0000088,-33.99015152,-58.28939394,0.671294645
Carnot,AFRICA,16.0000128,4.942708332,15.8796875,0
Carora,SOUTH AMERICA,34.0000272,10.17377451,-70.07916666,0.9307893
Carpina,SOUTH AMERICA,206.0001648,-7.823705503,-35.30449029,0.32945826
Carson City,NORTH AMERICA,69.0000552,39.17294686,-119.7576087,0.598397555
Cartagena1,SOUTH AMERICA,173.0001384,10.38737957,-75.48501926,3.626073783
Cartagena2,EUROPE,72.00005759,37.62662037,-0.998726849,3.314215814
Cartago1,SOUTH AMERICA,53.0000424,9.86871069,-83.93034591,0.869080028
Cartago2,SOUTH AMERICA,37.0000296,4.763513512,-75.9322072,0.71264508
Cartwright,NORTH AMERICA,3.000002398,53.71111111,-57.01944444,0.081222967
Caruaru,SOUTH AMERICA,41.0000328,-8.269105693,-35.98028455,1.446655758
Carupano,SOUTH AMERICA,35.000028,10.65928571,-63.25928571,1.267845321
Casa Grande,NORTH AMERICA,46.0000368,32.89782609,-111.7501812,1.31739971
Casablanca,AFRICA,610.000488,33.5618306,-7.522677592,3.36871677
Cascavel,SOUTH AMERICA,129.0001032,-24.95303618,-53.45988372,1.281222264
Caserta,EUROPE,538.9491829,41.00034028,14.36644887,2.924721436
Casper,NORTH AMERICA,97.00007761,42.84218213,-106.341323,0.819889749
Castanhal,SOUTH AMERICA,45.000036,-1.286851854,-47.91722222,1.37887972
Castello,EUROPE,116.0000928,39.96989942,-0.126508617,3.005433099
Castries,SOUTH AMERICA,19.0000152,14.01008772,-60.99254386,0.718787205
Castro1,SOUTH AMERICA,21.0000168,-42.47460318,-73.78174603,0.51436438
Castro2,SOUTH AMERICA,22.0000176,-24.79318182,-50.00643939,0.547863949
Catalao,SOUTH AMERICA,44.0000352,-18.16401515,-47.94450757,1.389677189
Catamarca,SOUTH AMERICA,83.0000664,-28.44718876,-65.75883534,2.269853798
Catanduva,SOUTH AMERICA,107.0000856,-21.13403427,-48.97087227,0.81495246
Catania,EUROPE,345.000276,37.54618357,15.05913044,2.206938701
Catanzaro,EUROPE,93.00007441,38.89292115,16.60134409,1.432794976
Cauquenes,SOUTH AMERICA,18.0000144,-35.9625,-72.32638889,0.377123385
Caxias,SOUTH AMERICA,25.00002,-4.864333335,-43.363,0.953429252
Caxias do Sul,SOUTH AMERICA,155.000124,-29.15655914,-51.18225806,1.893049858
Caxito,AFRICA,3.000002402,-8.577777779,13.66111111,0.476765343
Cayambe,SOUTH AMERICA,15.000012,0.046111109,-78.14722222,0.220089891
Cayenne,SOUTH AMERICA,39.00003121,4.925854699,-52.30363248,1.23505668
Cebu,MALAY ARCHIPELAGO,309.0002472,10.31154261,123.8964941,1.112382543
Cedar City,NORTH AMERICA,32.0000256,37.68697916,-113.0734375,0.323348437
Cedar Rapids,NORTH AMERICA,239.0001912,41.99902371,-91.66607392,2.275181827
Ceduna,AUSTRALIA,4.000003199,-32.125,133.6708333,0.17007058
Celaya,NORTH AMERICA,95.000076,20.53543859,-100.8096491,1.435790389
Celeken,ASIA,3.0000024,39.44722222,53.11388889,1.175263981
Central Coast,AUSTRALIA,6.000004801,-33.43333333,151.2875,0.526378153
Centralia,NORTH AMERICA,39.0000312,46.72820513,-122.9726496,0.681543484
Ceres,SOUTH AMERICA,17.0000136,-15.30686275,-49.5995098,0.38088411
Cerrillos,SOUTH AMERICA,7.0000056,-24.89404762,-65.49166666,1.048925849
Cerro de Pasco,SOUTH AMERICA,15.000012,-10.67388889,-76.26222222,0.122160861
Ceske Budejovice,EUROPE,61.0000488,48.98169399,14.47663935,1.222306211
Chabahar,ASIA,15.00001199,25.30055555,60.63888889,2.51415163
Chacabuco,SOUTH AMERICA,19.0000152,-34.63508772,-60.47587719,1.322156399
Chachapoyas,SOUTH AMERICA,6.0000048,-6.223611113,-77.87361111,0.116531526
Chadron,NORTH AMERICA,11.0000088,42.82954545,-103.0075758,0.474806408
Chaiyaphum,ASIA,41.0000328,15.82337398,102.0396341,0.441339321
Chake Chake,AFRICA,36.00002879,-5.219675928,39.77407408,0.010341639
Chalkida,EUROPE,62.0000496,38.45241935,23.62379033,0.924025826
Challapata,SOUTH AMERICA,6.000004799,-18.89583333,-66.775,0.049954423
Chamical,SOUTH AMERICA,13.0000104,-30.35320513,-66.31474359,0.701133673
Champoton,NORTH AMERICA,14.0000112,19.34940476,-90.725,0.823269587
Chancay,SOUTH AMERICA,11.0000088,-11.55227273,-77.27196969,0.283381612
Chandigarh,ASIA,3878.264577,30.66533862,76.77900073,0.573531912
Chandrapur,ASIA,255.000204,19.9479085,79.29810458,0.475865149
Changchun,ASIA,1145.000916,43.89179039,125.2889884,2.651216857
Changde,ASIA,701.3335762,28.99403974,111.7522843,0.346070054
Changhua,ASIA,475.7956016,24.07276969,120.4762345,2.552187548
Changling,ASIA,40.000032,44.28166666,123.9808333,0.205847918
Changping,ASIA,619.7962071,40.14333468,116.2165113,1.556134443
Changsha,ASIA,3483.002786,28.41061345,112.5466911,0.660150038
Changting,ASIA,32.0000256,25.85520833,116.3632813,0.248370882
Changyon,ASIA,11.0000088,38.2560606,125.0893939,0.001303731
Changzhi,ASIA,1357.001086,36.26496561,113.0244719,0.49112931
Changzhou,ASIA,2603.729875,31.74483796,119.863712,1.552134033
Channel-Port aux Basques,NORTH AMERICA,6.000004798,47.58611111,-59.15138889,0.404042579
Chanthaburi,ASIA,49.00003919,12.60578231,102.1112245,0.736188074
Chaoyang,ASIA,346.0002768,41.58184008,120.4130299,0.686813462
Chaozhou,ASIA,2153.927924,23.60452864,116.4600453,0.629127994
Chapadinha,SOUTH AMERICA,8.0000064,-3.733333335,-43.36354166,1.075448306
Chapaev,EUROPE,7.000005602,50.19166666,51.16666667,0.094298029
Chapayevsk,EUROPE,109.0000872,52.98325688,49.71513762,0.690110482
Chapleau,NORTH AMERICA,5.000003999,47.84666666,-83.40666666,0.27772815
Charata,SOUTH AMERICA,12.0000096,-27.2125,-61.19166666,2.171058059
Charikar,ASIA,1224.939885,34.94679157,69.29415619,0.178139235
Charleroi,EUROPE,437.0603043,50.427042,4.46988627,1.795599802
Charleston1,NORTH AMERICA,574.0004592,32.91300813,-80.06466318,2.253043447
Charleston2,NORTH AMERICA,210.000168,38.36007936,-81.70583333,1.677515585
Charleville,AUSTRALIA,6.000004796,-26.40138889,146.2375,0.085744747
Charlotte,NORTH AMERICA,1625.384479,35.25883334,-80.78563974,3.08046372
Charlottesville,NORTH AMERICA,111.0000888,38.04504504,-78.49459459,1.069934793
Charlottetown,NORTH AMERICA,55.000044,46.26666666,-63.13939394,1.043019041
Charters Towers,AUSTRALIA,12.0000096,-20.07013889,146.2604167,0.253745927
Chascomus,SOUTH AMERICA,27.0000216,-35.56265432,-58.00771605,1.089306712
Chattanooga,NORTH AMERICA,454.0003632,35.04531938,-85.23709618,2.392203473
Chau Doc,ASIA,1076.891768,10.6295988,105.1087199,0.044537963
Chauk,ASIA,29.00002319,20.89885057,94.82557472,0.118702801
Cheboksary,EUROPE,171.0001368,56.13455166,47.24541911,1.940740314
Chegdomyn,ASIA,1.000000801,51.13333333,133.025,0.200975808
Chelyabinsk,ASIA,594.0004752,55.16391695,61.47013188,4.539113154
Chemnitz,EUROPE,313.0002504,50.84438232,12.86158147,0.657010217
Chengde,ASIA,135.000108,40.9554321,117.9220988,0.526551129
Chengdu,ASIA,32698.64783,30.12626283,104.3172072,0.339140938
Chennai,ASIA,14376.52017,12.65026937,79.59941198,0.3736161
Chenzhou,ASIA,40.00003199,25.80729166,113.01625,1.326698166
Cheongju,ASIA,359.2528947,36.66436833,127.4388553,1.918467461
Chepes,SOUTH AMERICA,8.000006402,-31.33645833,-66.59375,0.586833709
Cherbourg,EUROPE,84.00006721,49.63988095,-1.630853171,1.510114741
Cheremkhovo,ASIA,66.00005278,53.14280303,103.0963384,0.677332866
Cherepanovo,ASIA,26.00002079,54.22948718,83.36378205,0.367517836
Cherepovets,EUROPE,169.0001352,59.14738659,37.89492111,3.552551457
Cherkasy,EUROPE,133.0001064,49.42036341,32.06303258,0.535341558
Cherkessk,EUROPE,94.0000752,44.23484042,42.04148936,0.774780703
Cherlak,ASIA,15.00001201,54.16166666,74.80277778,0.141280351
Chernihiv,EUROPE,126.0001008,51.50363756,31.27665344,0.29122325
Chernivtsi,EUROPE,189.0001512,48.29902998,25.95674604,0.547369115
Chernogorsk,ASIA,8.0000064,53.82083333,91.22083334,0.280954531
Chernyakhovsk,EUROPE,42.00003361,54.64285714,21.81646826,0.447360775
Chester,EUROPE,91.00007279,53.19954212,-2.888919411,1.576384612
Chesterfield Inlet,NORTH AMERICA,1.0000008,63.35,-90.70833333,0.179672525
Chetumal,NORTH AMERICA,33.0000264,18.51868687,-88.3070707,1.347482895
Chevery,NORTH AMERICA,2.000001601,50.475,-59.6125,0.045576607
Cheyenne,NORTH AMERICA,114.0000912,41.14502924,-104.8105263,1.087579832
Chiai,ASIA,1299.08527,23.59657034,120.4276554,1.057105017
Chiang Mai,ASIA,219.0001752,18.81484018,98.98740487,1.355266993
Chiang Rai,ASIA,59.0000472,19.91553672,99.83319209,0.608982563
Chibemba,AFRICA,3.0000024,-15.74722222,14.08055556,1.28E-05
Chibia,AFRICA,3.000002401,-15.18055556,13.68888889,0.035093356
Chicago,NORTH AMERICA,7502.006002,41.87127433,-87.90940638,5.19986455
Chiclayo,SOUTH AMERICA,67.48687717,-6.762270378,-79.84900208,1.845342401
Chico,NORTH AMERICA,98.0000784,39.74863945,-121.8397109,1.019973735
Chicoutimi,NORTH AMERICA,68.0000544,48.42867647,-71.07107843,2.84006887
Chifeng,ASIA,334.0002672,42.29343812,118.8941367,0.799893639
Chignik,NORTH AMERICA,1.0000008,56.3,-158.4083333,0.017658564
Chihuahua,NORTH AMERICA,227.0001816,28.6623348,-106.0864537,2.091279784
Chilca,SOUTH AMERICA,1.000000799,-12.525,-76.75,0.215049296
Childress,NORTH AMERICA,12.0000096,34.42986111,-100.2166667,0.434765254
Chilecito,SOUTH AMERICA,11.0000088,-29.16136364,-67.49924242,0.846809576
Chililabombwe,AFRICA,21.0000168,-12.36309524,27.83690477,0.275538451
Chillan,SOUTH AMERICA,55.00004399,-36.60818182,-72.11181818,1.688564048
Chilpancingo,NORTH AMERICA,36.0000288,17.56203704,-99.50509259,0.592582572
Chimbote,SOUTH AMERICA,61.00004879,-9.079098362,-78.5670765,1.399769529
Chimboy,ASIA,51.00004079,42.93186274,59.77320262,0.063160642
Chimoio,AFRICA,61.0000488,-19.1010929,33.46707651,0.275757638
Chinandega,NORTH AMERICA,43.0000344,12.65077519,-87.15310077,0.357641195
Chincha Alta,SOUTH AMERICA,42.0000336,-13.41488095,-76.14285714,0.818307851
Chingola,AFRICA,54.00004319,-12.53657408,27.86481482,0.388716906
Chinhoyi,AFRICA,14.0000112,-17.36547619,30.18869048,0.097297181
Chiniot,ASIA,2717.275103,31.81535935,73.07733849,0.08910358
Chinsali,AFRICA,1.000000799,-10.55,32.05833334,0.04433901
Chipata,AFRICA,46.0000368,-13.63152174,32.63985508,0.315892001
Chiquinquira,SOUTH AMERICA,11.0000088,5.616666665,-73.82121212,0.162441462
Chirala,ASIA,221.0001768,15.89419306,80.4096908,0.185624866
Chiramba,AFRICA,1.000000802,-16.89166667,34.65833334,0.000125197
Chirchiq,ASIA,121.268164,41.45197927,69.55303322,0.494130068
Chiredzi,AFRICA,10.000008,-21.03416667,31.67166667,0.105603632
Chisinau,EUROPE,185.000148,47.02135135,28.83603604,1.423176082
Chistopol,EUROPE,39.0000312,55.36880342,50.64102564,0.751706939
Chita,ASIA,114.0000912,52.04605263,113.4747807,1.144016618
Chitipa,AFRICA,15.000012,-9.696666668,33.27111111,8.45E-05
Chitre,SOUTH AMERICA,27.0000216,7.973148146,-80.44320987,0.590762659
Chittagong,ASIA,5586.99601,22.63494059,91.55953324,0.114316615
Chitungwiza,AFRICA,49.0000392,-18.00646259,31.06768708,0.253789058
Chivilcoy,SOUTH AMERICA,32.0000256,-34.89713542,-60.02317708,2.570647171
Chlef,AFRICA,489.0003912,36.15698705,1.3290559,0.936470583
Cholpon Ata,ASIA,19.00001519,42.65438596,77.06754386,0.063809662
Choluteca,NORTH AMERICA,31.0000248,13.30994623,-87.18010752,0.767160922
Choma,AFRICA,34.0000272,-16.80367647,26.97426471,0.198914588
Chon Buri,ASIA,146.0001168,13.36740867,100.9878995,2.119778551
Chonchi,SOUTH AMERICA,1.0000008,-42.6,-73.80833333,0.05123097
Chone,SOUTH AMERICA,15.000012,-0.693333335,-80.09833333,0.525873164
Chongjin,ASIA,126.0001008,41.77294973,129.744246,0.044142297
Chongju,ASIA,87.00006961,39.68860153,125.2027778,0.001305623
Chongqing,ASIA,93360.07469,30.25290988,105.1855332,0.2173345
Chos Malal,SOUTH AMERICA,5.000004,-37.375,-70.275,0.549194908
Chosan,ASIA,8.000006402,40.83333333,125.8020833,0.000588364
Chosica,SOUTH AMERICA,2.0000016,-11.93333334,-76.7125,0.500498815
Chota,SOUTH AMERICA,5.000004,-6.553333335,-78.655,0.052108266
Choybalsan,ASIA,44.0000352,48.0844697,114.5246212,0.091194343
Christchurch,POLYNESIA,267.0002136,-43.52284644,172.6141698,1.931483223
Christiansted,SOUTH AMERICA,49.0000392,17.7377551,-64.7510204,0.912710278
Chukai,ASIA,44.00003522,4.24962121,103.4340909,1.17001972
Chulucanas,SOUTH AMERICA,9.0000072,-5.091666668,-80.16666666,0.469935292
Chumbicha,SOUTH AMERICA,4.0000032,-28.85416667,-66.2375,0.340062623
Chumphon,ASIA,39.0000312,10.50534188,99.15491453,0.583322435
Chuncheon,ASIA,94.00007519,37.90328014,127.7380319,1.565372289
Chungli,ASIA,741.2442521,24.97066966,121.2066765,3.009145309
Chuquicamata,SOUTH AMERICA,8.0000064,-22.30833333,-68.928125,0.556888967
Chur,EUROPE,23.0000184,46.8634058,9.521014496,0.290596205
Chusovoy,EUROPE,32.0000256,58.29348958,57.81979167,0.889237534
Chuxiong,ASIA,100.00008,25.0575,101.5330833,0.509764129
Ciego de Avila,NORTH AMERICA,33.0000264,21.84722222,-78.76590909,0.760547831
Cienaga,SOUTH AMERICA,20.000016,11.01583333,-74.24458333,1.477357718
Cienfuegos,NORTH AMERICA,36.0000288,22.16041666,-80.43518518,0.826394501
Cilacap,MALAY ARCHIPELAGO,3142.339231,-7.538527001,109.1991429,0.135154298
Cincinnati,NORTH AMERICA,1881.001505,39.20174109,-84.49062112,3.122276898
Cirebon,MALAY ARCHIPELAGO,2185.495692,-6.804360196,108.482126,0.20843404
Ciudad Bolivar,SOUTH AMERICA,113.0000904,8.105383479,-63.54874631,3.825097681
Ciudad Camargo,NORTH AMERICA,20.000016,27.69208333,-105.1729167,0.410648554
Ciudad Constitucion,NORTH AMERICA,20.000016,25.03708333,-111.66125,1.029709041
Ciudad Cortes,SOUTH AMERICA,5.000004002,8.969999998,-83.52666666,0.172632059
Ciudad Guayana,SOUTH AMERICA,94.0000752,8.352127658,-62.64929078,4.605858727
Ciudad Guzman,NORTH AMERICA,26.0000208,19.71089743,-103.4708333,0.387339774
Ciudad Hidalgo,NORTH AMERICA,35.000028,19.69357143,-100.5419048,0.143560799
Ciudad JuÌÁrez,NORTH AMERICA,507.3462179,31.68617676,-106.366652,3.627823468
Ciudad Madero,NORTH AMERICA,41.69976648,22.30152882,-97.83428079,6.434477595
Ciudad Mante,NORTH AMERICA,31.0000248,22.74865591,-98.98172043,0.792343929
Ciudad Obregon,NORTH AMERICA,102.0000816,27.49452614,-109.9421569,1.97263936
Ciudad Valles,NORTH AMERICA,46.0000368,21.99601449,-99.01141304,0.653784325
Ciudad Victoria,NORTH AMERICA,83.0000664,23.7437751,-99.15220883,1.787477241
Ciudad del Carmen,NORTH AMERICA,29.0000232,18.65373563,-91.81522988,2.943960504
Ciudad del Este,SOUTH AMERICA,31.0000248,-25.40053764,-54.64946236,1.965453705
Civitavecchia,EUROPE,35.00002799,42.11047619,11.78547619,2.293600348
Clare,AUSTRALIA,7.0000056,-33.83333333,138.6083333,0.052692252
Clarksburg,NORTH AMERICA,45.000036,39.27851852,-80.33203703,0.909327822
Clarksville,NORTH AMERICA,245.000196,36.57540816,-87.36935374,1.624481409
Cleburne,NORTH AMERICA,47.0000376,32.35319149,-97.40212766,1.252615738
Clermont-Ferrand,EUROPE,243.0001944,45.81848422,3.09166667,1.335005044
Cleveland,NORTH AMERICA,3568.002854,41.2997898,-81.61803064,3.151375442
Cliza,SOUTH AMERICA,19.0000152,-17.58377193,-65.93903508,0.178102776
Cloncurry,AUSTRALIA,4.0000032,-20.70416667,140.5041667,0.241513791
Clovis,NORTH AMERICA,58.0000464,34.41652299,-103.2027299,0.800274849
Cluj-Napoca,EUROPE,90.000072,46.78129629,23.59842593,1.603617268
Coalcoman,NORTH AMERICA,5.000003999,18.78166666,-103.1666667,0.085848257
Coari,SOUTH AMERICA,9.000007197,-4.088888891,-63.14722222,0.912621898
Coatzacoalcos,NORTH AMERICA,84.00006721,18.13720238,-94.43313492,5.241445986
Cobalt,NORTH AMERICA,4.000003199,47.40208333,-79.68958333,0.208401065
Coban,NORTH AMERICA,20.000016,15.47166666,-90.38416666,0.207027523
Cobija,SOUTH AMERICA,21.0000168,-11.01587302,-68.75912698,0.949786214
Cobram,AUSTRALIA,5.000004003,-35.915,145.645,0.260416175
Coburg,EUROPE,84.0000672,50.26547619,10.97628969,0.347658685
Cochabamba,SOUTH AMERICA,298.0002384,-17.38092841,-66.19972035,1.314634407
Cochin,ASIA,2675.080388,10.29085525,76.26645046,0.253898759
Cochrane,NORTH AMERICA,11.0000088,49.06590909,-81.02651515,0.5547412
Cody,NORTH AMERICA,17.0000136,44.52892157,-109.0558823,0.28297008
Coffeyville,NORTH AMERICA,21.0000168,37.04444444,-95.63769841,1.263962824
Coffs Harbour,AUSTRALIA,28.0000224,-30.28958333,153.1101191,0.53511524
Coihaique,SOUTH AMERICA,29.0000232,-45.57413793,-72.07327586,0.373382014
Coimbatore,ASIA,1012.00081,11.0713027,77.13373683,0.586024301
Coimbra,EUROPE,88.0000704,40.22566288,-8.436931815,2.443680135
Colac,AUSTRALIA,8.000006405,-38.34375,143.5854167,0.21045798
Colesberg,AFRICA,5.000004,-30.71833333,25.09333334,0.115897558
Colima,NORTH AMERICA,61.0000488,19.25819672,-103.7277322,1.366918691
Colinas,SOUTH AMERICA,2.0000016,-6.025000002,-44.25416666,0.59393633
Collipulli,SOUTH AMERICA,8.000006398,-37.94895833,-72.440625,0.577746361
Colombo,ASIA,7351.00588,7.016973879,80.21569061,0.162174426
Colon1,SOUTH AMERICA,35.000028,9.353571427,-79.88404762,1.755490535
Colon2,NORTH AMERICA,15.000012,22.72166666,-80.9,0.303707374
Colorado Springs,NORTH AMERICA,559.0004472,38.8555158,-104.7882677,1.666780425
Columbia1,NORTH AMERICA,228.0001824,37.88282164,-90.64758772,2.006821434
Columbia2,NORTH AMERICA,781.0006248,35.01573837,-83.27903329,2.708269153
Columbia3,NORTH AMERICA,626.0005008,34.04156017,-81.03636847,2.801504537
Columbus1,NORTH AMERICA,352.0002816,32.49102746,-84.96768466,2.816486588
Columbus2,NORTH AMERICA,1427.001142,40.02085961,-82.98840808,4.291586772
Comallo,SOUTH AMERICA,3.000002401,-41.025,-70.26666666,0.084137821
Comandante Fontana,SOUTH AMERICA,8.000006399,-25.32708333,-59.68541666,0.441053252
Comayagua,NORTH AMERICA,28.0000224,14.46160714,-87.64434523,0.494267818
Combarbala,SOUTH AMERICA,3.000002402,-31.17222222,-71.00555555,0.141651992
Comilla,ASIA,10899.07676,23.53643391,91.15881202,0.101516904
Como,EUROPE,1262.779611,45.73169693,9.04975347,2.283046451
Comodoro Rivadavia,SOUTH AMERICA,192.0001536,-45.85490452,-67.52521701,2.663106822
Comondante Luis Piedrabuena,SOUTH AMERICA,1.0000008,-49.975,-68.91666666,1.144811383
Compostela,NORTH AMERICA,9.000007199,21.24074074,-104.9055556,0.127143042
Conakry,AFRICA,218.0001744,9.637270641,-13.59281345,0.333052463
Concepcion del Uruguay,SOUTH AMERICA,27.0000216,-32.47839506,-58.25061728,2.519697664
Concepcion1,SOUTH AMERICA,214.0001712,-36.79805296,-73.07698598,2.677815799
Concepcion2,SOUTH AMERICA,22.0000176,-23.40037879,-57.44166666,1.454045946
Concord,NORTH AMERICA,65.000052,43.20846154,-71.53346154,0.99384953
Concordia1,SOUTH AMERICA,46.33146944,-31.37556356,-58.03165632,4.014672468
Concordia2,SOUTH AMERICA,23.0000184,-27.22934783,-52.03188405,0.432151972
Conselheiro Lafaiete,SOUTH AMERICA,59.0000472,-20.65819209,-43.79378531,0.476833178
Constanta,EUROPE,80.00006399,44.18385416,28.61260417,2.312938862
Constantine,AFRICA,168.0001344,36.3719742,6.615674606,1.829650348
