City,Region,tif_count_2000,tif_count_2021,Latitude,Longitude,2000 Population,2021 Population,Population Change
Gandhinagar,ASIA,2749,2749,23.47343883,72.49779314,2058071.999,2577962.998,519890.9982
Gangneung,ASIA,63,63,37.75833333,128.8925926,171772.9996,175863.9999,4091.00026
Gangtok,ASIA,34,34,27.30294118,88.59362745,34198.9999,57754.9999,23556
Gannan,ASIA,29,29,47.92183908,123.4968391,54663.99997,97787.99994,43123.99997
Ganzhou,ASIA,564,564,25.78880024,114.8138446,794547.9986,1039331.999,244784.0004
Gao,AFRICA,22,22,16.275,-0.046590909,56233.99993,103096.9998,46862.99991
Garanhuns,SOUTH AMERICA,48,48,-8.886458333,-36.4953125,131822.9999,114075.9999,-17747.00001
Garca,SOUTH AMERICA,31,31,-22.21236559,-49.66290323,14497.99999,40348.99998,25850.99999
Garden City,NORTH AMERICA,37,37,37.98063063,-100.8623874,23238.99999,25462.99998,2223.999992
Gardiz,ASIA,37.99999999,37.99999999,33.59605263,69.22807018,30200.99998,52914.99999,22714.00001
Garissa,AFRICA,21,21,-0.45515873,39.64404762,7612.999999,183798.9996,176185.9996
Garoowe,AFRICA,4,4,8.4125,48.48333333,97.99999983,78954.99972,78856.99972
Garoua,AFRICA,46,46,9.319021739,13.38931159,34122.99994,508394.9997,474271.9998
Gary,NORTH AMERICA,759.047311,768.047311,41.55756086,-87.4152826,551143.0785,520120.8805,-31022.19807
Garzon,SOUTH AMERICA,63,63,2.222619048,-75.65,28047.99997,60399.99998,32352.00001
Gashua,AFRICA,8.000000001,8.000000001,12.87916667,11.0375,8504,150944.9998,142440.9998
Gaspe,NORTH AMERICA,7.999999998,7.999999998,48.834375,-64.48854167,492.000004,2893.999993,2401.999989
Gatchina,EUROPE,65.99999999,65.99999999,59.56893939,30.11022727,86528.99996,30060.99997,-56468
Gavle,EUROPE,194,194,60.67512887,17.11915808,91348.99993,72246.99994,-19101.99999
Gawler,AUSTRALIA,133.1440605,133.1440605,-34.70049119,138.6731595,53050.60148,116053.7268,63003.12529
Gay,EUROPE,17,17,51.47892157,58.45294118,33837.99996,34361.99996,524.0000067
Gaya1,AFRICA,8,8,11.89583333,3.445833333,807.9999986,83775.99982,82967.99983
Gaya2,ASIA,5879.600967,5879.600967,24.89297337,85.20038355,4751969.331,7790117.321,3038147.991
Gaza,ASIA,109,109,31.52859327,34.47423547,594817.9999,1031075,436256.9999
Gaziantep,ASIA,122,122,37.06939891,37.38196721,828277.9999,1201150,372871.9999
Gbadolite,AFRICA,8.999999997,8.999999997,4.29537037,20.99722222,268.9999995,32703.99995,32434.99995
Gbarnga,AFRICA,11,11,7.003030303,-9.475757576,126.9999999,26906.99999,26779.99999
Gdansk,EUROPE,512,512,54.40061849,18.56098633,771100.9997,724188.9996,-46912.00002
Gdynia,EUROPE,221.3693426,221.3693426,54.4801571,18.46764192,306024.7301,277208.9918,-28815.73834
Gedaref,AFRICA,54.99999999,54.99999999,14.04060606,35.37984848,33725.99998,241553.9998,207827.9998
Geelong,AUSTRALIA,127,127,-38.13628609,144.3423885,126023.9999,142251.9999,16227.99999
Geita,AFRICA,2,2,-2.870833333,32.17083333,3012.999972,860.9999915,-2151.999981
Gejiu,ASIA,27.99999999,27.99999999,23.37261905,103.1485119,171324.9999,155366.9999,-15958
Gelendzhik,ASIA,26.99999998,26.99999999,44.57623457,38.0654321,44095.99986,33111.99992,-10983.99994
Gemena,AFRICA,52,52,3.247916667,19.78076923,51499.99996,333902.9999,282402.9999
Geneina,AFRICA,36,36,13.44467593,22.43819444,18083.99999,228761.9998,210677.9999
General Conesa,SOUTH AMERICA,4.999999999,4.999999999,-40.1,-64.46,536.999999,3779.999992,3242.999993
General Guemes,SOUTH AMERICA,13,13,-24.66666667,-65.05064103,742.9999989,23755.99998,23012.99998
General Pico,SOUTH AMERICA,30,30,-35.65444444,-63.755,29335.99999,51296.99998,21960.99999
General Roca,SOUTH AMERICA,5.999999999,5.999999999,-39.0125,-67.64166667,153,4428.999992,4275.999992
General Santos,MALAY ARCHIPELAGO,464.9999999,465,6.159982079,125.1590143,665603.9993,870224.9995,204621.0002
Geneva,EUROPE,301,301,46.21359358,6.138233666,488679.9998,559382.9997,70702.99989
Genoa,EUROPE,226.9999998,232.9999999,44.44018116,8.920108696,770802.9998,599973.9998,-170829
Gent,EUROPE,696.4658898,696.4658898,51.02505961,3.782902242,465196.7194,474488.474,9291.754587
George,AFRICA,71.99999999,71.99999999,-33.96296296,22.46527778,94344.99993,156684.9999,62339.99997
George Town1,NORTH AMERICA,1.999999998,1.999999998,19.28333333,-81.3375,1232.999996,1109.999994,-123.0000016
George Town2,ASIA,127,137,5.369034091,100.2862374,529542.9993,773197.9993,243654.9999
Georgetown1,SOUTH AMERICA,43.99999999,43.99999999,6.801515151,-58.15795455,188690.9998,155587.9998,-33102.99999
Georgetown2,AUSTRALIA,2,2,-18.2875,143.5416667,99.99999926,359.9999971,259.9999979
Georgievsk,EUROPE,49.00000001,49.00000001,44.15952381,43.46547619,44915.99997,80193.99996,35277.99999
Gera,EUROPE,99.99999999,99.99999999,50.88558333,12.06666667,78003.99995,80225.99996,2222.000011
Geraldton1,AUSTRALIA,30.99999993,30.99999997,-28.76451613,114.6153226,2435.999994,21009.99993,18573.99994
Geraldton2,NORTH AMERICA,6,6,49.72361111,-86.95555556,69.00000004,1818.999996,1749.999996
Ghadamis,AFRICA,3.999999996,3.999999996,30.12916667,9.4875,4538.999976,3244.999986,-1293.99999
Ghanzi,AFRICA,8.999999999,8.999999999,-21.7,21.64166667,117,9174.999984,9057.999984
Ghardaia,AFRICA,38,38,32.49122807,3.673026316,51721.99995,164822.9998,113100.9998
Gharyan,AFRICA,9,9,32.17314815,13.01111111,29430.99993,5756.999997,-23673.99994
Ghat,AFRICA,8.000000001,8.000000001,24.96875,10.178125,99.99999994,7098.999986,6998.999986
Ghaziabad,ASIA,1806.425894,1806.425894,28.61573468,77.44449713,2958544.674,5164579.25,2206034.576
Ghazni,ASIA,115,115,33.57123188,68.40442029,57363.99986,251909.0001,194545.0002
Gibraltar,EUROPE,92.99999993,93.99999994,36.16212121,-5.418360071,170235.9997,190429.9997,20193.99996
Giessen,EUROPE,103,103,50.59854369,8.678317152,121488.9999,82399.99992,-39089.00003
Gifu,ASIA,881.3804976,881.3804976,35.37404353,136.7444004,1891769.552,1452338.784,-439430.7677
Gijon,EUROPE,95.00000001,95.00000001,43.53438596,-5.689649123,388505.9996,266804.9997,-121700.9999
Gila Bend,NORTH AMERICA,6,6,32.95555556,-112.7236111,969.9999993,1216.999998,246.9999991
Gilgit,ASIA,28.99999999,28.99999999,35.91695402,74.33649425,14519.99997,73028.99991,58508.99994
Gillette,NORTH AMERICA,57,57,44.28815789,-105.5033626,19882.99998,24815.99998,4933
Gimbi,AFRICA,13,13,9.175641026,35.82948718,11363.99998,29892.99997,18528.99999
Gimli,NORTH AMERICA,8,8,50.6375,-96.99375,148.0000005,2542.999996,2394.999996
Gingin,AUSTRALIA,6.999999997,6.999999997,-31.34285714,115.9047619,183.9999995,628.9999984,444.9999989
Gingoog,MALAY ARCHIPELAGO,1.000000002,1.000000002,8.841666667,125.125,661.9999939,1006.999996,345.0000017
Girardot,SOUTH AMERICA,66,66,4.32790404,-74.80707071,51836.99999,113963,62125.99997
Girga,AFRICA,763.3189421,763.3189421,26.20786792,32.01528909,1628293.823,2053322.076,425028.253
Gisborne,POLYNESIA,34,34,-38.65735294,178.0188725,34150,31344.99996,-2805.000044
Gitarama,AFRICA,1741.771565,1741.771565,-2.018454292,29.68590689,727226.7645,988916.2618,261689.4973
Gitega,AFRICA,2849.519865,2849.519865,-3.37409692,29.85861009,1129753.098,1644621.787,514868.689
Giyon,AFRICA,241.1109911,241.1109911,8.61822337,38.10195054,134167.2976,187670.4312,53503.13353
Gjovik,EUROPE,44.99999999,44.99999999,60.79537037,10.65111111,34898.99995,15208.99998,-19689.99997
Gladstone,AUSTRALIA,31,31,-23.86102151,151.2489247,3807.999988,25147.99997,21339.99998
Glasgow1,NORTH AMERICA,6.999999996,6.999999996,48.20119048,-106.6380952,1100.999998,2945.999994,1844.999996
Glasgow2,EUROPE,998,998,55.84814629,-4.231847027,1292511.999,1325183.999,32672.00007
Glazov,EUROPE,71.99999999,71.99999999,58.14259259,52.65428241,107613.9999,96181.9999,-11432.00005
Glendale,NORTH AMERICA,889.6423582,889.6423582,33.58452204,-112.2555941,737764.2899,1027581.117,289816.8269
Glendive,NORTH AMERICA,18,18,47.11527778,-104.7199074,4482.999992,5383.999991,900.9999989
Glenwood Springs,NORTH AMERICA,18,18,39.54953704,-107.3388889,7877.999994,12349.99999,4471.999992
Gliwice,EUROPE,413.9234092,413.9234092,50.32638748,18.74327415,568311.127,482959.4604,-85351.6666
Goba,AFRICA,9.999999999,9.999999999,7.0425,39.9775,1276.999996,19447.00003,18170.00003
Gogrial,AFRICA,17,17,8.546568627,28.0995098,7612.999988,8781.999986,1168.999998
Goiana,SOUTH AMERICA,198,198,-7.522306397,-35.02213805,54780.99993,86914.99992,32133.99999
Goianesia,SOUTH AMERICA,26,26,-15.31891026,-49.12467949,6391.999995,61427.99995,55035.99996
Goiania,SOUTH AMERICA,842,842,-16.69132027,-49.3057502,1000552,2257298,1256746
Gold Coast,AUSTRALIA,294.0000001,300.0000001,-28.01130752,153.392775,304596.9998,395295.9996,90698.99985
Goldsboro,NORTH AMERICA,92.00000001,92.00000001,35.38713768,-77.97074275,44552.99997,41244.99996,-3308.000016
Golela,AFRICA,6,6,-27.30555556,31.88333333,3426.99998,1647.999996,-1778.999984
Golmud,ASIA,62,62,36.41034946,94.8983871,61697.99999,170897.9998,109199.9998
Golyshmanovo,ASIA,23.00000001,23.00000001,56.40362319,68.37282609,1559,12507.99999,10948.99999
Goma,AFRICA,2469.355608,2469.355608,-1.712662528,29.50511512,1369842.79,2271757.384,901914.5938
Gombe,AFRICA,69,69,10.29722222,11.16413043,116081.9999,417204.9999,301123
Gomez Palacio,NORTH AMERICA,100.9706186,100.9706186,25.57051097,-103.50067,206251.1578,437888.984,231637.8263
Gonaives,SOUTH AMERICA,44.99999998,44.99999999,19.45518519,-72.66907407,59701.99997,313114.9997,253412.9997
Gonbad-e Kavus,ASIA,64,64,37.25533854,55.16966146,151238,179131.9999,27893.99995
Gonder,AFRICA,45,45,12.59185185,37.43722222,64974.99982,254740.9997,189765.9998
Goodland,NORTH AMERICA,10,10,39.35416667,-101.7125,2393,4094.999996,1701.999996
Goondiwindi,AUSTRALIA,6.999999996,6.999999996,-28.53928571,150.297619,1183.999991,3839.999977,2655.999985
Gorakhpur,ASIA,26031.59121,26031.59121,26.76421966,83.46500565,12879097.66,27289609.43,14410511.77
Gorgan,ASIA,130,130,36.85762821,54.45294872,301992.9998,375715.9997,73722.99993
Gorno Altaysk,ASIA,37.99999999,37.99999999,51.95942982,85.93815789,44374.99988,49904.99989,5530.000006
Gornyak,ASIA,14,14,51.00238095,81.45892857,3286.999992,5797.999984,2510.999992
Goroka,MELANESIA,20,20,-6.063333333,145.3820833,38294.99988,68883.99983,30588.99995
Gorontalo,MALAY ARCHIPELAGO,239,239,0.613354254,122.943689,215027.9999,449854.9994,234826.9996
Gorzow Wielkopolski,EUROPE,89,89,52.74026217,15.23099251,144310,117651,-26659.00002
Goteborg,EUROPE,657.9999999,666.9999999,57.6988239,11.96755346,531016.9999,633551.9998,102534.9999
Gottingen,EUROPE,115,115,51.55355072,9.916449275,187849,125690.9999,-62158.00003
Goulburn,AUSTRALIA,26,26,-34.74487179,149.7141026,6542.999972,18743.99997,12201
Goulimine,AFRICA,22,22,28.99090909,-10.06174242,1349,125069.9999,123720.9999
Goundam,AFRICA,6,6,16.42083333,-3.675,328.9999996,14678.99994,14349.99994
Goure,AFRICA,5.999999996,5.999999996,13.99027778,10.25972222,994.9999941,27641.99992,26646.99992
Governador Valadares,SOUTH AMERICA,82,82,-18.86371951,-41.96869919,46967.99999,246997.9999,200029.9999
Goya,SOUTH AMERICA,30,30,-29.14555556,-59.26416667,55054.99999,71014.99997,15959.99999
Goycay,ASIA,15,15,40.65444444,47.73944444,37296.99994,39944.99994,2648.000003
Graaff Reinet,AFRICA,7.999999998,7.999999998,-32.309375,24.53854167,14913.99996,2523.999993,-12389.99996
Grafton,AUSTRALIA,9.999999996,9.999999996,-29.7175,152.9358333,1886.999999,4387.999997,2500.999998
Grahamstown,AFRICA,34,34,-33.29852941,26.53357843,61760.99995,64209.99994,2448.99999
Granada1,SOUTH AMERICA,18,18,11.93564815,-85.96157407,111020.9999,92185.99995,-18834.99998
Granada2,EUROPE,165,165,37.17929293,-3.629090909,454175.9998,410930.9996,-43245.00017
Grand Bassam,AFRICA,17,17,5.217156863,-3.743137255,41272.99994,65130.99995,23858.00001
Grand Canyon,NORTH AMERICA,2,2,36.05833333,-112.1458333,243.9999988,923.9999961,679.9999973
Grand Forks,NORTH AMERICA,73,73,47.91860731,-97.05742009,49341.99998,60941.99998,11600.00001
Grand Island,NORTH AMERICA,81,81,40.92736626,-98.36748971,41869.99998,52372.99997,10502.99999
Grand Junction,NORTH AMERICA,160,160,39.08317708,-108.5455208,82617.99996,110608.9999,27990.99998
Grand Prairie1,NORTH AMERICA,782.3691554,782.3691554,32.67686556,-97.02728958,602155.3065,810816.0414,208660.7349
Grand Prairie2,NORTH AMERICA,66,66,55.16805556,-118.7991162,7126.999997,42787.00001,35660.00001
Grand Rapids,NORTH AMERICA,807,807,42.94071665,-85.67102437,474605.9999,594994.9998,120388.9999
Grand Turk,SOUTH AMERICA,3.999999993,3.999999996,21.46666667,-71.14791667,4380.999984,12425.99997,8044.99999
Granja,SOUTH AMERICA,4,4,-3.1125,-40.83333333,8661.999972,14059.99999,5398.00002
Grants Pass,NORTH AMERICA,71,71,42.4342723,-123.3368545,38016.99998,48715.99997,10698.99999
Graz,EUROPE,299,299,47.04060758,15.44810479,386527,327958.9999,-58568.00009
Great Falls,NORTH AMERICA,100,100,47.508,-111.28675,57017.99996,64789.99996,7772.000006
Greeley,NORTH AMERICA,117,117,40.41460114,-104.7280627,88328.99998,118795,30466.00002
Green Bay,NORTH AMERICA,306,308,44.50147937,-88.03483985,170241.9999,208487.9999,38245.99999
Green River,NORTH AMERICA,17,17,41.51617647,-109.4676471,9634.99999,8584.999995,-1049.999995
Greeneville,NORTH AMERICA,119,119,35.58382353,-77.38088235,69106.99996,96859.99996,27752.99999
Greenock,EUROPE,75.99999999,76,55.94429825,-4.762828947,86189.99984,71502.99992,-14686.99992
Greensboro,NORTH AMERICA,637.8145254,637.8145254,36.04549462,-79.89196855,326851.4608,452720.4724,125869.0116
Greenville1,NORTH AMERICA,56,56,33.40595238,-91.04568452,38560.99999,27245.99999,-11315
Greenville2,NORTH AMERICA,646,646,34.84130547,-82.32933437,290921.9999,417756.9999,126834.9999
Greenville3,AFRICA,5.999999993,5.999999993,5.023611111,-9.047222222,14486.99994,18224.99997,3738.000027
Grenoble,EUROPE,277,277,45.21865223,5.70234657,524637.9997,382550.9997,-142087
Griffith,AUSTRALIA,13.99999999,13.99999999,-34.28214286,146.0357143,7929.999979,11010.99998,3081.000003
Groningen,EUROPE,139,139,53.22122302,6.568405276,236484,206906.9999,-29577.00004
Grootfontein,AFRICA,11,11,-19.56060606,18.10075758,861.999999,11542.99999,10680.99999
Groznyy,EUROPE,322,322,43.30163043,45.67072981,233652.9999,308133.9998,74480.99991
Grudziadz,EUROPE,80,80,53.49197917,18.7728125,104171,92828.99994,-11342.00003
Gryazi,EUROPE,38,38,52.49671053,39.93442982,47385.99993,15278.99999,-32106.99994
Guadalajara1,NORTH AMERICA,687,687,20.65304464,-103.3517225,3462133,4546371,1084238
Guadalajara2,EUROPE,31,31,40.64086022,-3.185752688,57240.99988,23444.99995,-33795.99993
Guaira,SOUTH AMERICA,17,17,-24.08529412,-54.25490196,14437.99999,23641.99998,9203.999984
Guajara-Miram,SOUTH AMERICA,40,40,-10.795,-65.34270833,389.9999998,69415.99995,69025.99995
Gualeguay,SOUTH AMERICA,17,17,-33.14166667,-59.31813725,11275.99999,33923.99997,22647.99998
Gualeguaychu,SOUTH AMERICA,31,31,-33.0094086,-58.53091398,21809.99999,41595.99997,19785.99998
Guamuchil,NORTH AMERICA,28,28,25.4639881,-108.0833333,66806.99996,52630.99997,-14175.99999
Guanajuato,NORTH AMERICA,36,36,21.02615741,-101.2685185,100860.9999,139270.9999,38409.99998
Guanambi,SOUTH AMERICA,34,34,-14.21323529,-42.77867647,8155.999999,57334.99996,49178.99996
Guanare,SOUTH AMERICA,50,50,9.0535,-69.7605,131848.9999,136125,4276.000038
Guangshui,ASIA,604.9458341,604.9458341,31.5043825,114.063124,653990.6615,516456.4077,-137534.2537
Guangyuan,ASIA,322,322,32.3931677,105.817029,427475.9999,489684.9997,62208.99979
Guangzhou,ASIA,9749.233631,9752.233631,22.93681092,113.301807,14069973.61,29698945.58,15628971.97
Guanhaes,SOUTH AMERICA,12,12,-18.77638889,-42.94027778,961.9999992,22771.99996,21809.99996
Guantanamo,NORTH AMERICA,21,21,20.15198413,-75.20793651,207162.9998,122068.9999,-85093.99992
Guaranda,SOUTH AMERICA,1,1,-1.608333333,-79.01666667,481.9999969,440.9999977,-40.99999918
Guarapuava,SOUTH AMERICA,61,61,-25.37868852,-51.47622951,243103,132582,-110521
Guaratingueta,SOUTH AMERICA,193,193,-22.78821244,-45.19702073,124527.9999,258259.9999,133732
Guasave,NORTH AMERICA,76,76,25.58947368,-108.4491228,122619,87557.99996,-35061
Guasdualito,SOUTH AMERICA,22,22,7.241666667,-70.72954545,3452,32864.99998,29412.99998
Guatemala,NORTH AMERICA,509,509,14.60450229,-90.54944335,2569074,2777622.999,208548.9996
Guaxupe,SOUTH AMERICA,39,39,-21.2965812,-46.71923077,14065.99999,48752.99999,34686.99999
Guayaquil,SOUTH AMERICA,265,266,-2.152385436,-79.91814187,1446064,2483317.999,1037253.999
Guaynas,NORTH AMERICA,26.99999999,26.99999998,27.92777778,-110.9067901,47945.99994,59107.99993,11161.99999
Gubakha,EUROPE,12,12,58.87569444,57.59236111,12419.99996,2431.999996,-9987.999969
Gubkin,EUROPE,1,1,51.28333333,37.39166667,5.000000236,124.0000004,119.0000001
Guide,ASIA,7.999999999,7.999999999,36.04375,101.421875,5483.999987,8804.999963,3320.999976
Guider,AFRICA,49,49,9.950340136,13.91513605,13299.99998,137444,124144
Guiglo,AFRICA,13,13,6.546153846,-7.506410256,1636.999998,48591.99997,46954.99997
Guilin,ASIA,499,499,25.3012191,110.2551436,848013.9996,1134334.999,286320.9996
Guines,NORTH AMERICA,11,11,22.84242424,-82.03030303,11591.99998,42152.99996,30560.99997
Guiyang,ASIA,443,443,26.59448834,106.7113995,1353619.999,2626919.999,1273299.999
Gujranwala,ASIA,6169.797099,6169.797099,32.13416814,74.0809423,5019634.633,6329129.91,1309495.277
Gujrat,ASIA,4977.930552,4977.930552,32.77670418,73.84718572,3997475.89,5382718.075,1385242.184
Gulbarga,ASIA,138,138,17.34951691,76.82536232,501566,556985.9998,55419.99985
Gulfport,NORTH AMERICA,149.0161686,151.2312526,30.40640203,-89.09327391,80650.47355,87232.46952,6581.995969
Guliston,ASIA,68.99999998,68.99999998,40.49951691,68.77173913,94422.99986,88739.99983,-5683.000032
Gulu,AFRICA,76,76,2.768311403,32.28508772,49550.99999,187281.9999,137730.9999
Gunnedah,AUSTRALIA,13,13,-30.98012821,150.2474359,1369.999991,7888.999989,6518.999998
Gunnison,NORTH AMERICA,11,11,38.55,-106.9356061,5342.999997,7763.999987,2420.99999
Gunsan,ASIA,113,115,35.97642544,126.7120249,276580.9998,242183.9998,-34397.00002
Guntur,ASIA,1566.044179,1566.044179,16.29083451,80.31790315,1525361.267,1938724.374,413363.1078
Gurgaon,ASIA,4555.527048,4555.527048,28.284168,76.96908874,2827511.832,4971516.217,2144004.385
Gurupi,SOUTH AMERICA,26,26,-11.72211538,-49.07532051,6774.999993,48782.00001,42007.00002
Guryevsk,ASIA,42.99999999,42.99999999,54.29321705,85.94437984,27451.99997,19841.99998,-7609.99999
Gusau,AFRICA,71.99999999,71.99999999,12.18275463,6.676041667,79849.99994,252041,172191
Gusinoozyorsk,ASIA,19,19,51.29561404,106.5171053,34947.99999,13644.99998,-21303.00001
Guwahati,ASIA,564,564,26.09450355,91.59822695,1402727.999,1435296.999,32569.0003
Guymon,NORTH AMERICA,17,17,36.69019608,-101.4848039,6945.999995,11412.99999,4466.999992
Gwadar,ASIA,2.999999992,2.999999999,25.125,62.325,6413.999942,19089.00009,12675.00015
Gwalior,ASIA,363,363,26.25812672,78.1655877,1136373.999,1313675.999,177302.0004
Gwanda,AFRICA,2.999999998,2.999999998,-20.93888889,28.99722222,739.9999952,5962.999962,5222.999967
Gwangju,ASIA,432,432,35.15376157,126.8424769,1383502,1441619,58117.00012
Gweru,AFRICA,60,60,-19.44916667,29.80402778,144729.9999,140871.9999,-3857.99997
Gyeongju,ASIA,53,53,35.85786164,129.213522,153598.9999,125702.9999,-27895.99998
Gympie,AUSTRALIA,21,21,-26.18611111,152.6670635,334.9999991,11686.99998,11351.99998
Gyor,EUROPE,83,83,47.69146586,17.64819277,131740,102334.9999,-29405.00001
Gyumri,ASIA,55,55,40.79560606,43.84712121,259373.9999,103779.9999,-155594
Gyzlarbat,ASIA,20,20,38.98125,56.26916667,40804.99994,47838.99993,7033.999984
Ha Giang,ASIA,13,13,22.825,104.9794872,41391.99987,48370.99985,6978.999973
Ha Tinh,ASIA,96.00000001,96.00000001,18.36987847,105.862934,139759.9994,143219.9997,3460.000304
Haarlem,EUROPE,238.9999999,239,52.43350767,4.639539749,363087.9998,366380.9997,3292.999934
Hachinohe,ASIA,98,98,40.52414966,141.4970238,170573.9999,152058.9999,-18514.99996
Hachioji,ASIA,1220.767582,1220.767582,35.61684692,139.3658804,4485309.248,4895824.681,410515.4327
Hadiboh,AFRICA,3.000000001,3.000000001,12.65555556,54.01944444,1064.999993,24753.9999,23688.99991
Haeju,ASIA,66.99999997,66.99999997,38.03893035,125.6904229,250278.9998,191438.9998,-58840.00003
Hafar al Batin,ASIA,62,62,28.42580645,45.9625,188449.9998,210436.9999,21987.00006
Hagere Hiywet,AFRICA,62,62,8.988306452,37.87069892,34172.99998,131745,97571.99997
Hagerstown,NORTH AMERICA,125,125,39.646,-77.72673333,61812.99998,82190.99994,20377.99996
Haifa,ASIA,191.9999999,191.9999999,32.8281684,35.03858507,624889.9993,635539.9993,10650.00003
Haikou,ASIA,285,286,20.0097052,110.3532399,685911.9992,1289281.999,603369.9995
Hail,ASIA,88,88,27.52471591,41.69147727,259052.9999,203095.9999,-55956.99994
Hailar,ASIA,93,93,49.22625448,119.7556452,197358.9999,317238.9998,119879.9999
Hailun,ASIA,63.00000001,63.00000001,47.4707672,126.9373016,163449.9999,145035.9999,-18414.00001
Haiphong,ASIA,4958.972322,4958.972322,20.57610185,106.3771675,6433408.932,7266298.784,832889.8516
Hajjah,ASIA,336,336,15.64397321,43.59007937,137901.9998,174826.9998,36924.99999
Hakkari,ASIA,13,13,37.58525641,43.73717949,865.9999965,13019.99999,12153.99999
Hakodate,ASIA,139.9999998,139.9999999,41.80386905,140.7430952,327396.9999,238197.9998,-89199.00003
Halacho,NORTH AMERICA,6,6,20.48194444,-90.08472222,1836.999997,9360.999984,7523.999987
Haldia,ASIA,3024.144214,3024.144214,22.01864994,87.77702186,3042594.326,3700166.193,657571.8673
Halifax,NORTH AMERICA,229,232,44.67109544,-63.58940709,266468.9999,223965.9999,-42502.99998
Halmstad,EUROPE,119.9999999,120,56.67493056,12.869375,58153.99998,60654.99997,2500.999989
Hamadan,ASIA,90.99999999,90.99999999,34.81025641,48.51327839,453485.9997,527578.9997,74093.00001
Hamah,ASIA,154,154,35.1327381,36.76028139,415150.9998,260717.9997,-154433.0001
Hamamatsu,ASIA,778.9999999,778.9999999,34.75088789,137.7935173,1170227,991088.9996,-179138.0001
Hamburg,EUROPE,1527,1528,53.57178669,10.01146481,2176352.999,2122273.999,-54078.99999
Hamhung,ASIA,111.7442876,111.7442876,39.9194126,127.5323693,477799.934,317911.3773,-159888.5567
Hami,ASIA,65,65,42.83346154,93.50833333,157749.9999,330481.9998,172731.9999
Hamilton1,NORTH AMERICA,60.99999995,60.99999996,32.30068306,-64.78319672,57974.99994,56281.99989,-1693.000057
Hamilton2,NORTH AMERICA,775.5933603,775.5933603,43.33938703,-79.81705463,725463.3726,948719.0966,223255.724
Hamilton3,POLYNESIA,88.99999999,88.99999999,-37.77827715,175.2719101,199755.9999,144450.9999,-55305.00003
Hamilton4,AUSTRALIA,14,14,-37.7327381,142.0232143,2688.000016,8073.999995,5385.999979
Hammerfest,EUROPE,29.99999999,30,70.68083333,23.69638889,5515.99999,3680.000001,-1835.999988
Hampton,NORTH AMERICA,461.9999998,483.9999999,37.0921864,-76.44731325,364816.9999,374465.9999,9648.999988
Hancheng,ASIA,159,159,35.48915094,110.4384696,200132.9999,199101.9997,-1031.00021
Hancock,NORTH AMERICA,21,21,47.12738095,-88.58134921,11701.99998,15180.99997,3478.99999
Handan,ASIA,25217.25708,25217.25708,36.34946999,114.9227305,19729407.5,21988573.15,2259165.642
Hanggin Houqi,ASIA,40.99999999,40.99999999,40.91178862,107.1099593,71811.99989,51340.99989,-20471
Hangu,ASIA,223,223,39.31016442,117.7942078,344883.9996,353442.9997,8559.000084
Hangzhou,ASIA,5165.989134,5168.989134,30.66359172,120.2547822,6193261.249,8066142.3,1872881.051
Hania,EUROPE,71.99999999,72,35.51342593,24.03275463,85557.99991,83743.99989,-1814.000024
Hannover,EUROPE,541,541,52.3926833,9.733548983,927375.9997,712836.9997,-214539
Hanoi,ASIA,17555,17555,20.74226764,105.9584558,21306229.97,27294605.97,5988375.994
Hanzhong,ASIA,1702,1702,33.12591559,107.1179593,1488470.999,1679377.998,190906.9989
Haora,ASIA,2656.707006,2656.707006,22.68124839,88.15498657,9527881.269,11578686.65,2050805.378
Happy Valley,NORTH AMERICA,6.999999995,7.000000003,53.30595238,-60.31785714,9.000000003,2514.999993,2505.999993
Hapur,ASIA,1512.603413,1512.603413,28.78265668,77.92536745,1302399.725,1999041.705,696641.9805
Harar,AFRICA,58,58,9.340086207,42.08635057,142891.9999,252846.9999,109955
Harare,AFRICA,400,400,-17.83085417,31.04545833,1545309.999,1494591.999,-50717.99991
Harbin,ASIA,1680,1680,45.74719742,126.6206944,3479870.999,4685542.998,1205671.999
Hardin,NORTH AMERICA,6.999999998,6.999999998,45.73690476,-107.6166667,1034.999998,3407.999994,2372.999996
Hargeysa,AFRICA,47,47,9.561170213,44.06028369,52409.99999,517062.9998,464652.9998
Harlingen,NORTH AMERICA,142,142,26.18556338,-97.69853286,100798,108378,7580.000003
Harper,AFRICA,3.999999987,3.999999992,4.379166667,-7.725,1102.999997,10697.99994,9594.999943
Harrisburg,NORTH AMERICA,274,274,40.29340024,-76.77940998,170600.9999,239220.9999,68619.99994
Harrisonburg,NORTH AMERICA,53,53,38.44418239,-78.8759434,28488.99999,57010.99997,28521.99998
Harstad,EUROPE,72,72,68.79259259,16.53530093,6751.99999,17570.99999,10819
Hartford,NORTH AMERICA,885,885,41.77467985,-72.65507533,581247.9998,656294.9997,75046.99992
Hassi Messaoud,AFRICA,17,17,31.70882353,6.056372549,9173.000008,25834.99997,16661.99996
Hastings,POLYNESIA,33,33,-39.63333333,176.8368687,53786.99998,40642.99997,-13144.00001
Hat Yai,ASIA,160.412673,160.412673,7.016445991,100.4642405,286259.6433,377897.5167,91637.87333
Hatay,ASIA,250.6215022,250.6215022,36.23616672,36.15510336,201804.9423,353193.1362,151388.1939
