City,Region,tif_count,Latitude,Longitude,Elevation
Chitre,SOUTH AMERICA,27,7.973148148,-80.44320988,128.527
Chittagong,ASIA,5586.99154,22.63494068,91.55954254,54.17910845
Chitungwiza,AFRICA,49,-18.00646259,31.06768707,1343.009701
Chivilcoy,SOUTH AMERICA,32,-34.89713542,-60.02317708,63.10143751
Chlef,AFRICA,489,36.15698705,1.329055896,196.399
Cholpon Ata,ASIA,18.99999999,42.65438596,77.06754386,2251.791
Choluteca,NORTH AMERICA,31,13.30994624,-87.18010753,340.885
Choma,AFRICA,34,-16.80367647,26.97426471,1162.970235
Chon Buri,ASIA,146,13.36740868,100.9878995,28.25911638
Chonchi,SOUTH AMERICA,1,-42.6,-73.80833333,80.709
Chone,SOUTH AMERICA,15,-0.693333333,-80.09833333,70.335
Chongjin,ASIA,126,41.77294974,129.744246,603.745
Chongju,ASIA,87.00000001,39.68860153,125.2027778,71.874
Chongqing,ASIA,93360,30.25290988,105.1855332,544.3145925
Chos Malal,SOUTH AMERICA,5,-37.375,-70.275,1486.764
Chosan,ASIA,8.000000002,40.83333333,125.8020833,404.012
Chosica,SOUTH AMERICA,2,-11.93333333,-76.7125,3665.004
Chota,SOUTH AMERICA,5,-6.553333333,-78.655,2488.59
Choybalsan,ASIA,44,48.0844697,114.5246212,771.426
Christchurch,POLYNESIA,267,-43.52284644,172.6141698,162.888
Christiansted,SOUTH AMERICA,49,17.7377551,-64.75102041,1.206
Chukai,ASIA,44.00000002,4.249621212,103.4340909,36.676
Chulucanas,SOUTH AMERICA,9,-5.091666667,-80.16666667,93.293
Chumbicha,SOUTH AMERICA,4,-28.85416667,-66.2375,1095.502
Chumphon,ASIA,39,10.50534188,99.15491453,24.618
Chuncheon,ASIA,93.99999999,37.90328014,127.7380319,211.868
Chungli,ASIA,741.2436591,24.97066962,121.2066719,584.5129463
Chuquicamata,SOUTH AMERICA,8,-22.30833333,-68.928125,3109.668
Chur,EUROPE,23,46.8634058,9.521014493,1786.03
Chusovoy,EUROPE,32,58.29348958,57.81979167,242.211
Chuxiong,ASIA,100,25.0575,101.5330833,1947.25634
Ciego de Avila,NORTH AMERICA,33,21.84722222,-78.76590909,29.137
Cienaga,SOUTH AMERICA,20,11.01583333,-74.24458333,49.83815002
Cienfuegos,NORTH AMERICA,36,22.16041667,-80.43518519,60.015
Cilacap,MALAY ARCHIPELAGO,3142.336717,-7.538526786,109.1991393,300.4856303
Cincinnati,NORTH AMERICA,1881,39.2017411,-84.49062112,264.5352974
Cirebon,MALAY ARCHIPELAGO,2185.493943,-6.804360058,108.4821287,94.98588817
Ciudad Bolivar,SOUTH AMERICA,113,8.105383481,-63.54874631,111.891
Ciudad Camargo,NORTH AMERICA,20,27.69208333,-105.1729167,1456.235
Ciudad Constitucion,NORTH AMERICA,20,25.03708333,-111.66125,204.338
Ciudad Cortes,SOUTH AMERICA,5.000000002,8.97,-83.52666667,85.062
Ciudad Guayana,SOUTH AMERICA,94,8.35212766,-62.64929078,141.483
Ciudad Guzman,NORTH AMERICA,26,19.71089744,-103.4708333,1317.319
Ciudad Hidalgo,NORTH AMERICA,35,19.69357143,-100.5419048,1940.462
Ciudad JuÌÁrez,NORTH AMERICA,507.345812,31.68617772,-106.3666367,1253.326
Ciudad Madero,NORTH AMERICA,41.69973312,22.30152685,-97.83388947,4.571
Ciudad Mante,NORTH AMERICA,31,22.74865591,-98.98172043,213.3706291
Ciudad Obregon,NORTH AMERICA,102,27.49452614,-109.9421569,270.877
Ciudad Valles,NORTH AMERICA,46,21.99601449,-99.01141304,695.3014065
Ciudad Victoria,NORTH AMERICA,83,23.7437751,-99.15220884,1409.866
Ciudad del Carmen,NORTH AMERICA,29,18.65373563,-91.81522989,8.001
Ciudad del Este,SOUTH AMERICA,31,-25.40053763,-54.64946237,262.404
Civitavecchia,EUROPE,34.99999999,42.11047619,11.78547619,179.262
Clare,AUSTRALIA,7,-33.83333333,138.6083333,333.821
Clarksburg,NORTH AMERICA,45,39.27851852,-80.33203704,360.923
Clarksville,NORTH AMERICA,245,36.57540816,-87.36935374,179.84
Cleburne,NORTH AMERICA,47,32.35319149,-97.40212766,247.938
Clermont-Ferrand,EUROPE,243,45.81848422,3.091666667,732.8454897
Cleveland,NORTH AMERICA,3568,41.2997898,-81.61803064,264.7723459
Cliza,SOUTH AMERICA,19,-17.58377193,-65.93903509,2503.381
Cloncurry,AUSTRALIA,4,-20.70416667,140.5041667,197.362
Clovis,NORTH AMERICA,58,34.41652299,-103.2027299,1341.395
Cluj-Napoca,EUROPE,90,46.7812963,23.59842593,602.641
Coalcoman,NORTH AMERICA,4.999999999,18.78166667,-103.1666667,420.182
Coari,SOUTH AMERICA,8.999999997,-4.088888889,-63.14722222,57.842
Coatzacoalcos,NORTH AMERICA,84.00000001,18.13720238,-94.43313492,54.223
Cobalt,NORTH AMERICA,3.999999999,47.40208333,-79.68958333,279.081
Coban,NORTH AMERICA,20,15.47166667,-90.38416667,1025.899
Cobija,SOUTH AMERICA,21,-11.01587302,-68.75912698,241.0862024
Cobram,AUSTRALIA,5.000000003,-35.915,145.645,107.846
Coburg,EUROPE,84,50.26547619,10.97628968,412.2011726
Cochabamba,SOUTH AMERICA,298,-17.38092841,-66.19972036,3540.341
Cochin,ASIA,2675.078248,10.29085533,76.26645043,214.8196701
Cochrane,NORTH AMERICA,11,49.06590909,-81.02651515,244.556
Cody,NORTH AMERICA,17,44.52892157,-109.0558824,2408.398
Coffeyville,NORTH AMERICA,21,37.04444444,-95.63769841,284.773
Coffs Harbour,AUSTRALIA,28,-30.28958333,153.110119,8.351
Coihaique,SOUTH AMERICA,29,-45.57413793,-72.07327586,794.525
Coimbatore,ASIA,1012,11.0713027,77.13373682,507.0553713
Coimbra,EUROPE,88,40.22566288,-8.436931818,187.738
Colac,AUSTRALIA,8.000000005,-38.34375,143.5854167,121.029
Colesberg,AFRICA,5,-30.71833333,25.09333333,1394.74
Colima,NORTH AMERICA,61,19.25819672,-103.7277322,1317.319
Colinas,SOUTH AMERICA,2,-6.025,-44.25416667,315.863
Collipulli,SOUTH AMERICA,7.999999998,-37.94895833,-72.440625,239.581
Colombo,ASIA,7351,7.016973881,80.21569061,235.6410132
Colon1,SOUTH AMERICA,35,9.353571429,-79.88404762,88.235
Colon2,NORTH AMERICA,15,22.72166667,-80.9,60.015
Colorado Springs,NORTH AMERICA,559,38.8555158,-104.7882677,1719.983606
Columbia1,NORTH AMERICA,228,37.88282164,-90.64758772,241.6961833
Columbia2,NORTH AMERICA,781,35.01573837,-83.27903329,144.4008178
Columbia3,NORTH AMERICA,626,34.04156017,-81.03636848,119.7475238
Columbus1,NORTH AMERICA,352,32.49102746,-84.96768466,166.7938324
Columbus2,NORTH AMERICA,1427,40.02085961,-82.98840808,296.1567928
Comallo,SOUTH AMERICA,3.000000001,-41.025,-70.26666667,1122.857
Comandante Fontana,SOUTH AMERICA,7.999999999,-25.32708333,-59.68541667,98.945
Comayagua,NORTH AMERICA,28,14.46160714,-87.64434524,1038.052
Combarbala,SOUTH AMERICA,3.000000002,-31.17222222,-71.00555556,837.8983313
Comilla,ASIA,10899.06804,23.5364339,91.15882367,34.53352006
Como,EUROPE,1262.778601,45.73169634,9.049763598,326.6801334
Comodoro Rivadavia,SOUTH AMERICA,192,-45.85490451,-67.52521701,320.132
Comondante Luis Piedrabuena,SOUTH AMERICA,1,-49.975,-68.91666667,142.376
Compostela,NORTH AMERICA,8.999999999,21.24074074,-104.9055556,1101.272
Conakry,AFRICA,218,9.637270642,-13.59281346,54.713
Concepcion del Uruguay,SOUTH AMERICA,27,-32.47839506,-58.25061728,34.213
Concepcion1,SOUTH AMERICA,214,-36.79805296,-73.07698598,9.241978966
Concepcion2,SOUTH AMERICA,22,-23.40037879,-57.44166667,89.867
Concord,NORTH AMERICA,65,43.20846154,-71.53346154,266.642
Concordia1,SOUTH AMERICA,46.33143238,-31.37556356,-58.03168578,53.413
Concordia2,SOUTH AMERICA,23,-27.22934783,-52.03188406,594.665
Conselheiro Lafaiete,SOUTH AMERICA,59,-20.65819209,-43.79378531,899.648
Constanta,EUROPE,79.99999999,44.18385417,28.61260417,69.498
Constantine,AFRICA,168,36.37197421,6.615674603,557.274
Constitucion,SOUTH AMERICA,16,-35.33020833,-72.41666667,123.112
Contamana,SOUTH AMERICA,6.000000001,-7.345833333,-75.00833333,306.8861667
Conway,NORTH AMERICA,79,35.09166667,-92.45611814,248.533
Cooma,AUSTRALIA,8.999999999,-36.225,149.125,623.767
Coos Bay,NORTH AMERICA,51,43.38316993,-124.2349673,29.265
Copenhagen,EUROPE,1188,55.7197601,12.42602413,10.27170236
Copiapo,SOUTH AMERICA,29,-27.36666667,-70.32902299,717.224
Coquimbo,SOUTH AMERICA,26,-29.96346154,-71.34455128,213.413
Coracora,SOUTH AMERICA,5.999999999,-15.01527778,-73.78472222,2916.123
Coral Gables,NORTH AMERICA,578.8481726,25.69678822,-80.36390832,3.51
Coral Springs,NORTH AMERICA,768.3745665,26.29939506,-80.21259088,6.841
Cordoba1,SOUTH AMERICA,517,-31.3841715,-64.204755,972.741
Cordoba2,EUROPE,134,37.8846393,-4.813121891,443.964
Cordoba3,NORTH AMERICA,55,18.89954545,-96.95621212,576.8456638
Cordova,NORTH AMERICA,4,60.55208333,-145.7666667,387.856
Cork,EUROPE,126,51.89530423,-8.464880952,28.363
Corner Brook,NORTH AMERICA,41,48.95386179,-57.95386179,351.4631219
Cornwall,NORTH AMERICA,77.99999999,45.04123932,-74.74294872,130.347
Coro,SOUTH AMERICA,61,11.41543716,-69.66680328,123.3453114
Coronel,SOUTH AMERICA,48.99999999,-36.98877551,-73.16292517,79.54036738
Coronel Bogado,SOUTH AMERICA,9.000000002,-27.15833333,-56.24166667,88.699
Coronel Oviedo,SOUTH AMERICA,29,-25.44913793,-56.44367816,167.153
Coronel Suarez,SOUTH AMERICA,19,-37.45350877,-61.93157895,222.974
Corpus Christi,NORTH AMERICA,206,27.74716828,-97.41334951,10.843
Corrientes,SOUTH AMERICA,97,-27.48204467,-58.80463918,60.289
Corum,ASIA,73,40.55958904,34.94269406,960.217
Corumba,SOUTH AMERICA,45,-19.01259259,-57.64407407,113.9835111
Corvallis,NORTH AMERICA,67,44.58022388,-123.274005,231.415
Cotabato,MALAY ARCHIPELAGO,76.99999999,7.221969697,124.2436147,505.86
Cotonou,AFRICA,426,6.426643192,2.431729264,29.219
Cottbus,EUROPE,117,51.76111111,14.33148148,151.537
Council Bluffs,NORTH AMERICA,129.0028627,41.26520391,-95.87846056,368.381
Courtenay,NORTH AMERICA,33,49.69116162,-125.0007576,414.0122122
Coventry,EUROPE,317,52.44284963,-1.502287066,104.362
Covilha,EUROPE,27,40.28395062,-7.50308642,631.128
Covington,NORTH AMERICA,685.1281003,39.07132131,-84.59369215,262.3819041
Cowell,AUSTRALIA,2,-33.67916667,136.9166667,179.139
Cowra,AUSTRALIA,13,-33.82692308,148.6820513,428.102
Cozumel,NORTH AMERICA,25,20.513,-86.945,0.668
Craig,NORTH AMERICA,17,40.52156863,-107.5544118,2289.508
Craiova,EUROPE,94,44.32154255,23.7910461,197.646
Cranbourne,AUSTRALIA,416.3906,-38.04141454,145.1988595,169.0598036
Cranbrook,NORTH AMERICA,38,49.51732456,-115.7690789,1401.043
Crateus,SOUTH AMERICA,13,-5.173076923,-40.66987179,445.077
Crato,SOUTH AMERICA,133,-7.233646617,-39.36146617,603.121
Crescent City,NORTH AMERICA,19,41.77192982,-124.2070175,32.72
Crestview,NORTH AMERICA,54,30.75385802,-86.5683642,29.007
Criciuma,SOUTH AMERICA,119,-28.68571429,-49.37065826,559.78
Cristalina,SOUTH AMERICA,14,-16.76607143,-47.61488095,906.54
Crookston,NORTH AMERICA,20,47.77916667,-96.61125,297.989
Crotone,EUROPE,38.00000001,39.08969298,17.10153509,5.16
Cruzeiro do Sul,SOUTH AMERICA,25,-7.62,-72.682,205.123
Cuamba,AFRICA,41,-14.79207317,36.52825203,651.676
Cuauhtemoc,NORTH AMERICA,39,28.41153846,-106.8619658,1903.239
Cubal,AFRICA,5.000000002,-13.03,14.24166667,1358.129
Cucuta,SOUTH AMERICA,137,7.890693431,-72.50158151,1799.005
Cuddalore,ASIA,1732.899141,11.62764193,79.53551193,39.48
Cuenca,SOUTH AMERICA,94,-2.881826241,-78.99406028,1708.875404
Cuencame,NORTH AMERICA,1.999999999,24.87083333,-103.7,1927.815
Cuernavaca,NORTH AMERICA,365.1191866,18.84402055,-99.22700529,1381.466479
Cuevo,SOUTH AMERICA,0.999999999,-20.45,-63.525,970.692
Cuiaba,SOUTH AMERICA,349,-15.61595033,-56.09651385,280.6199699
Culiacan,NORTH AMERICA,185,24.80675676,-107.4077027,49.222
Cumana,SOUTH AMERICA,59,10.45564972,-64.16567797,149.411
Cumberland,NORTH AMERICA,29,39.64626437,-78.76465517,371.049
Curanilahue,SOUTH AMERICA,13,-37.47371795,-73.3474359,178.48
Curepipe,AFRICA,91.16110285,-20.28366971,57.49796423,35.14912633
Curico,SOUTH AMERICA,40,-34.96958333,-71.22875,279.14366
Curitiba,SOUTH AMERICA,1095,-25.44595129,-49.24285388,889.718
Curvelo,SOUTH AMERICA,26,-18.75352564,-44.43782051,692.179
Cusco,SOUTH AMERICA,68,-13.51740196,-71.96446078,3634.476294
Cutral Co,SOUTH AMERICA,45,-38.93037037,-69.21722222,717.945
Cuttack,ASIA,11785.37376,20.60201081,86.08801703,84.8953377
Cyangugu,AFRICA,794.3388498,-2.621399004,29.03866157,1629.719741
Da Lat,ASIA,89.99999999,11.96740741,108.4382407,543.1813167
Da Nang,ASIA,398,15.95437605,108.1984506,111.7978736
Daan,ASIA,31,45.49704301,124.2790323,130.641
Dabou,AFRICA,21,5.330555556,-4.378968254,43.036
Daegu,ASIA,554,35.8698556,128.6413357,176.538839
Daejeon,ASIA,380,36.37164474,127.3751535,210.275
Dagupan,MALAY ARCHIPELAGO,2309.413944,15.95782967,120.4821741,322.5355106
Dakar,AFRICA,365,14.74570776,-17.33424658,2.876
Dalandzadgad,ASIA,12.00000001,43.57222222,104.4208333,1600.519
Dalby,AUSTRALIA,13,-27.17948718,151.2589744,427.266
Dalhart,NORTH AMERICA,12,36.06458333,-102.5208333,1245.016
Dali1,ASIA,1883.457466,34.74731217,109.8925015,734.4240285
Dali2,ASIA,116,25.76199713,100.145546,2113.909
Dalian,ASIA,652,38.9987091,121.648888,14.56760974
Dallas,NORTH AMERICA,4624,32.83573025,-96.97270761,197.3077939
Dalnegorsk,ASIA,10.99999999,44.55606061,135.5090909,469.69
Dalnerechensk,ASIA,22,45.93295455,133.7318182,116.703
Daloa,AFRICA,38,6.884429825,-6.449122807,225.273
Dalton,NORTH AMERICA,114,34.7628655,-84.97273392,389.5610526
DamanhÌÈr,AFRICA,249,31.07279116,30.39528112,1.432535745
Damascus,ASIA,985,33.48365482,36.28222504,931.903
Dandong,ASIA,208.4754339,40.16172425,124.3633375,236.279
Dangriga,NORTH AMERICA,2.000000002,16.97083333,-88.225,143.047
Danjiangkou,ASIA,1,32.525,111.4916667,294.958
Danville,NORTH AMERICA,82,36.59471545,-79.41747967,219.085
Daqing,ASIA,572,46.59124417,124.960373,146.6949773
Dar es Salaam,AFRICA,248,-6.829267473,39.23501344,14.378
Darnah,AFRICA,22,32.76136364,22.6375,240.225
Darregueira,SOUTH AMERICA,6.999999997,-37.68571429,-63.16666667,158.484
Darwin,AUSTRALIA,71.99999999,-12.40277778,130.8700231,7.062
Dasoguz,ASIA,102,41.85612745,59.93521242,89.71821569
Datong,ASIA,408,40.06374592,113.2481005,1340.1625
Daugavpils,EUROPE,76,55.88344298,26.51787281,155.257
Dauphin,NORTH AMERICA,21,51.15436508,-100.0547619,439.67
Davangere,ASIA,94,14.47296099,75.92296099,597.468
Davao,MALAY ARCHIPELAGO,348,7.133931992,125.5662596,372.3198566
Davenport,NORTH AMERICA,359,41.52047354,-90.53458682,214.235
David,SOUTH AMERICA,49,8.424489796,-82.43435374,450.172
Dawei,ASIA,33,14.09242424,98.20176768,365.203
Dawmat al Jandal,ASIA,16,29.81145833,39.85677083,749.037
Dawson Creek,NORTH AMERICA,26,55.7599359,-120.2397436,873.7
Dayr az Azwr,ASIA,67.99999999,35.33492647,40.15551471,256.342
Dayton,NORTH AMERICA,854,39.75046838,-84.17425839,265.895281
Daytona Beach,NORTH AMERICA,303,29.20385039,-81.04642464,15.63854456
De Aar,AFRICA,16,-30.65208333,24.01822917,1321.9115
Debre Birhan,AFRICA,840.453256,9.629485798,39.30137989,2189.694329
Debre Markos,AFRICA,31,10.34301075,37.72688172,2188.684
Debrecen,EUROPE,118,47.5305791,21.63629943,102.581
Decatur,NORTH AMERICA,107,39.87313084,-88.95514019,195.6293178
Deer Lake,NORTH AMERICA,11,49.18484848,-57.43181818,286.335
Dehibat,AFRICA,3,32.01111111,10.69722222,291.884
Dehra Dun,ASIA,677.5320333,30.38187103,77.89019742,1254.844938
Del Rio,NORTH AMERICA,41,29.38028455,-100.9054878,441.482
Delano,NORTH AMERICA,34,35.77034314,-119.247549,247.126
Delhi,ASIA,47799.98249,29.29484106,77.67558977,307.8605967
Delicias,NORTH AMERICA,49.00395198,28.20238143,-105.4719379,1305.756
Demba,AFRICA,9.000000001,-5.490740741,22.26296296,588.09
Dembi Dolo,AFRICA,7.000000001,8.529761905,34.7952381,914.571
Deming,NORTH AMERICA,24,32.26458333,-107.7600694,1496.198
Dengzhou,ASIA,5877.431903,32.73689169,112.0069564,269.4666479
Deniliquin,AUSTRALIA,6.999999996,-35.52857143,144.952381,84.768
Denizli,ASIA,172,37.79219961,29.08866279,1125.349948
Denow,ASIA,267,38.27031835,67.88701623,1795.415
Denpasar,MALAY ARCHIPELAGO,95.93673575,-8.649106821,115.230945,164.818
Denton,NORTH AMERICA,170,33.19279412,-97.10892157,266.496
Denver,NORTH AMERICA,2035,39.73535627,-104.9883497,2251.531447
Dera Ghazi Khan,ASIA,1831.819243,29.90781504,70.62041916,271.7635893
Dera Ismail Khan,ASIA,518.045714,31.95600465,70.92657637,384.3347459
Derbent,EUROPE,36.00000001,42.06712963,48.28796296,-16.372
Derzhavinsk,ASIA,17,51.11127451,66.31470588,277.116
Des Moines,NORTH AMERICA,491,41.61843177,-93.66327223,284.741
Desaguadero,SOUTH AMERICA,5,-16.56333333,-69.04333333,4098.724
Dese,AFRICA,73,11.17648402,39.66210046,2278.798
Detroit,NORTH AMERICA,4723,42.47139883,-83.19841732,240.7286485
Devils Lake,NORTH AMERICA,17,48.11617647,-98.86421569,466.446
Devonport,AUSTRALIA,27,-41.18209877,146.357716,482.565
Deyang,ASIA,6282.988322,31.02371737,104.5150776,680.2195122
Dezful,ASIA,110,32.41325758,48.37916667,495.299
Dezhou,ASIA,4560.572581,37.65263583,116.2470257,20.25485661
Dhaka,ASIA,64023.96697,24.45834876,90.23001544,44.42325343
Dhamar,ASIA,142,14.63163146,44.36126761,2168.614
Dhanbad,ASIA,12246.95091,23.90271082,86.60010153,198.3945955
Dhule,ASIA,188,20.93333333,74.78466312,483.2790224
Diamantina,SOUTH AMERICA,8,-18.240625,-43.60520833,975.338
Dibaya,AFRICA,0.999999999,-6.516666667,22.85833333,761.761
Dibrugarh,ASIA,84,27.47242063,94.93501984,403.43825
Dickinson,NORTH AMERICA,30,46.8925,-102.7938889,769.238
Dieppe,EUROPE,57,49.91798246,1.095614035,129.442
Diffa,AFRICA,10,13.31666667,12.60416667,313.524
Digby,NORTH AMERICA,7,44.625,-65.76428571,101.657
Dijon,EUROPE,158,47.31888186,5.048734177,296.048345
Dila,AFRICA,3354.463818,6.616823729,38.47505636,2083.645048
Dili,MALAY ARCHIPELAGO,32,-8.554947917,125.5609375,313.717
Dillingham,NORTH AMERICA,4,59.04583333,-158.4708333,119.069
Dillon,NORTH AMERICA,9.000000001,45.2212963,-112.6361111,1909.039
Dilolo,AFRICA,8,-10.67916667,22.3375,1048.277
Dimbokro,AFRICA,12,6.653472222,-4.710416667,124.914
Dimitrovgrad,EUROPE,69.99999999,54.23071429,49.59202381,103.19
Dindigul,ASIA,2525.629317,10.64614464,77.8498709,533.0409692
Dingzhou,ASIA,6220.695946,38.40359173,115.0427054,110.0542744
Diourbel,AFRICA,34,14.65833333,-16.2377451,20.706
Dire Dawa,AFRICA,48.99999999,9.62329932,41.84829932,1453.077
Dirj,AFRICA,1,30.16666667,10.45833333,460.671
Divinopolis,SOUTH AMERICA,122,-20.14132514,-44.89221311,943.552
Diyarbakir,ASIA,139,37.93639089,40.18141487,773.8830604
Djambala,AFRICA,8,-2.542708333,14.759375,634.765
Djanet,AFRICA,1,24.55833333,9.483333333,1212.043
Djelfa,AFRICA,54,34.67700617,3.257253086,1018.023
Djenne,AFRICA,2.000000002,13.90833333,-4.5625,304.233
Djibouti,AFRICA,50,11.57566667,43.125,40.036
Djougou,AFRICA,18,9.706944444,1.660648148,397.13
Dnipropetrovsk,EUROPE,407,48.4752457,35.00315315,108.6980516
Doba,AFRICA,9.999999997,8.6625,16.85,436.477
Dobrich,EUROPE,30.00000001,43.57805556,27.82527778,201.955
Dodge City,NORTH AMERICA,35.00000001,37.76428571,-100.0238095,819.3593143
Dodoma,AFRICA,65,-6.158076923,35.74333333,975.83
Doha,ASIA,348,25.28532088,51.46427203,15.455
Dolbeau,NORTH AMERICA,26,48.88814103,-72.22852564,307.767
Dolinsk,ASIA,13,47.33141026,142.7884615,171.307
Dolo Bay,AFRICA,16.00000001,4.200520833,42.04583333,285.92
Dolores,SOUTH AMERICA,21,-36.30753968,-57.68452381,5.576
Dombarovskiy,ASIA,8.999999998,50.76666667,59.53796296,298.036
Dondo1,AFRICA,25,-19.60966667,34.73533333,56.466
Dondo2,AFRICA,2.999999999,-9.680555556,14.41944444,325.83
Donegal,EUROPE,6.999999998,54.6547619,-8.114285714,80.644
Donetsk,EUROPE,781,48.00811993,37.8286385,151.0299587
Dong Hoi,ASIA,143,17.50710956,106.5462704,201.8113056
Dongola,AFRICA,4.999999999,19.18333333,30.46833333,247.557
Dortmund,EUROPE,1630.254101,51.50803986,7.485966298,173.175
Dosso,AFRICA,15,13.055,3.193888889,250.914
Dothan,NORTH AMERICA,122,31.23142076,-85.41639344,102.333
Douala,AFRICA,155,4.059247312,9.720591398,356.687429
Douglas1,NORTH AMERICA,30,31.50527778,-82.85805556,55.482
Douglas2,NORTH AMERICA,15,42.76111111,-105.3883333,1848.214
Douglas3,EUROPE,27,54.16851852,-4.486111111,31.013
Douglas4,NORTH AMERICA,25.48074676,31.3524289,-109.5402246,1437.891
Dourados,SOUTH AMERICA,84,-22.2281746,-54.80089286,370.107
Dover1,NORTH AMERICA,128,39.15514323,-75.53463542,33.883
Dover2,EUROPE,44.99999999,51.145,1.293148148,8.092
Drammen,EUROPE,163,59.75864008,10.07648262,169.0527055
Dresden,EUROPE,683,51.06182284,13.71750854,193.9742006
Drobeta-Turnu Severin,EUROPE,38,44.63048246,22.64364035,313.845
Drogheda,EUROPE,30,53.71833333,-6.3525,94.115
Drohobych,EUROPE,92,49.32871377,23.51847826,370.571
Drummondville,NORTH AMERICA,80,45.87385417,-72.4975,165.613
Dryden,NORTH AMERICA,18,49.78611111,-92.8412037,407.543
Dubayy,ASIA,525,25.27580952,55.37263492,31.147
Dubbo,AUSTRALIA,56,-32.24122024,148.6255952,354.462
Dublin1,NORTH AMERICA,54,32.54228395,-82.92021605,80.788
Dublin2,EUROPE,681,53.33388399,-6.28314978,94.115
Dubrovnik,EUROPE,30,42.66333333,18.09444444,430.845
Dubuque,NORTH AMERICA,83,42.50933735,-90.70351406,276.186
Dudinka,ASIA,22,69.40871212,86.19886364,63.73
Duisburg,EUROPE,967.5214934,51.4512416,6.70102599,41.452
Duitama,SOUTH AMERICA,22,5.824242424,-73.03068182,2542.346
Duluth,NORTH AMERICA,112.0183489,46.80996117,-92.11948056,351.842
Duma,ASIA,204.0118204,33.55221801,36.42605397,931.903
Dumas,NORTH AMERICA,18,35.86851852,-101.9717593,1009.076
Dumfries,EUROPE,46.99999999,55.07606383,-3.613120567,248.96
Dumyat,AFRICA,325.7245946,31.3536619,31.72839561,1.24
Dund-Us,ASIA,15,48.00333333,91.63833333,2033.215094
Dundalk,EUROPE,42,53.99781746,-6.397222222,103.3191714
Dundee,EUROPE,124,56.48057796,-2.958534946,136.9383952
Dundo,AFRICA,16,-7.38125,20.82083333,780.75
Dunedin,POLYNESIA,85.99999999,-45.88488372,170.4906008,299.699
Dunhua,ASIA,73.99999999,43.36441441,128.2290541,577.341
Dunhuang,ASIA,75,40.13766667,94.62855556,1262.024
Duque de Caxias,SOUTH AMERICA,462.0419251,-22.76162657,-43.32882388,415.486
Durango1,NORTH AMERICA,111,24.03828829,-104.6524775,2034.141412
Durango2,NORTH AMERICA,34,37.28406863,-107.8752451,2860.801
Durazno,SOUTH AMERICA,19,-33.38289474,-56.52675439,108.255
Durban,AFRICA,744,-29.83182124,30.93385977,756.0021073
Durham,NORTH AMERICA,481,35.97163895,-78.93778586,101.741343
Durres,EUROPE,55.99999999,41.32619048,19.47514881,132.724
Dushanbe,ASIA,617,38.54692058,68.86066991,1547.54825
Dyatkovo,EUROPE,35,53.60380952,34.33571429,191.869
Dzaoudzi,AFRICA,6.999999996,-12.78571429,45.27142857,4.186
Dzerzhinsk,EUROPE,242,56.25354683,43.50103306,103.812
Dzhankoy,EUROPE,42,45.7156746,34.38968254,69.023
Dzuunharaa,ASIA,19,48.85482456,106.4561404,1268.137
DÌùsseldorf,EUROPE,3580.710253,51.38278578,6.839655605,82.35795543
Eagle,NORTH AMERICA,1,64.79166667,-141.2,788.167
Eagle Pass,NORTH AMERICA,50.14063716,28.71455532,-100.4913096,288.658
East London,AFRICA,213,-32.96600156,27.82676056,598.8086774
Eastmain,NORTH AMERICA,1.999938965,52.23750025,-78.52083403,32.909
Eau Claire,NORTH AMERICA,124,44.81458333,-91.48763441,289.664
Ebolowa,AFRICA,15,2.91,11.145,630.17
Echuca,AUSTRALIA,18,-36.1212963,144.749537,154.78
Ed Damazin,AFRICA,35.00000001,11.79928571,34.35142857,563.456
Ed Dueim,AFRICA,23,14.00615942,32.30181159,394.7265761
EdDamer,AFRICA,17,17.59509804,33.96372549,414.793
Edea,AFRICA,7.999999998,3.798958333,10.12395833,269.999
Edinburg,NORTH AMERICA,647,26.236373,-98.20416023,75.6074204
Edinburgh,EUROPE,362,55.92656538,-3.185013812,248.96
Edirne,EUROPE,46,41.67753623,26.55797101,155.931
Edmonton,NORTH AMERICA,694,53.54769452,-113.5086215,710.65
Edmundston,NORTH AMERICA,46,47.39257246,-68.35706522,304.964
Egilsstadir,NORTH AMERICA,7,65.2702381,-14.40238095,290.531
Eindhoven,EUROPE,262,51.45572519,5.469656489,22.612
Eirunepe,SOUTH AMERICA,15,-6.649444444,-69.87611111,155.351
Ekibastuz,ASIA,47,51.73049645,75.31897163,233.598
El Alamein,AFRICA,3.999999998,30.83125,28.95625,57.664
El Arish,AFRICA,33,31.12373737,33.81388889,3.804
El Banco,SOUTH AMERICA,19,9.005701754,-73.96754386,460.6048739
El Bayadh,AFRICA,17,33.68627451,1.010294118,1178.884824
El Calafate,SOUTH AMERICA,11,-50.33484848,-72.26742424,667.486
El Carmen de Bolivar,SOUTH AMERICA,12,9.723611111,-75.12430556,83.722
El Centro,NORTH AMERICA,44,32.79450758,-115.5685606,181.637
El Daba,AFRICA,8,31.02916667,28.44166667,1.72
El Dorado1,NORTH AMERICA,43,33.21724806,-92.66879845,63.111
El Dorado2,SOUTH AMERICA,2.999999999,6.719444444,-61.63888889,257.98
El Faiyum,AFRICA,284,29.33248239,30.84269366,111.204
El Fasher,AFRICA,53,13.62311321,25.34827044,754.742
